CMDLINE /Users/halverso/mambaforge/envs/ECOSTRESS/bin/python3.11 try_STARS_update.py
MEM 690.468750 1691181428.4412
MEM 690.468750 1691181428.5438
MEM 690.468750 1691181428.6452
MEM 690.703125 1691181428.7477
MEM 713.500000 1691181428.8503
MEM 763.421875 1691181428.9510
MEM 769.031250 1691181429.0562
MEM 785.296875 1691181429.1581
MEM 1101.609375 1691181429.2605
MEM 1101.625000 1691181429.3620
MEM 1179.343750 1691181429.4672
MEM 1241.890625 1691181429.5724
MEM 1241.890625 1691181429.6776
MEM 1344.093750 1691181429.7794
MEM 1344.093750 1691181429.8822
MEM 1344.093750 1691181429.9874
MEM 1352.906250 1691181430.0886
MEM 1352.921875 1691181430.1938
MEM 1370.375000 1691181430.2957
MEM 1370.750000 1691181430.4009
MEM 1370.750000 1691181430.5048
MEM 1370.750000 1691181430.6070
MEM 1370.750000 1691181430.7123
MEM 1374.359375 1691181430.8174
MEM 1396.343750 1691181430.9193
MEM 1396.343750 1691181431.0245
MEM 1421.921875 1691181431.1297
MEM 1421.921875 1691181431.2350
MEM 1447.484375 1691181431.3402
MEM 1447.484375 1691181431.4420
MEM 1472.500000 1691181431.5432
MEM 1473.046875 1691181431.6437
MEM 1480.203125 1691181431.7480
MEM 1498.609375 1691181431.8490
MEM 1498.609375 1691181431.9542
MEM 1524.234375 1691181432.0571
MEM 1524.234375 1691181432.1623
MEM 1549.812500 1691181432.2669
MEM 1549.812500 1691181432.3721
MEM 1549.906250 1691181432.4773
MEM 1551.937500 1691181432.5815
MEM 1551.937500 1691181432.6867
MEM 1565.265625 1691181432.7900
MEM 1565.390625 1691181432.8953
MEM 1565.484375 1691181432.9964
MEM 1565.484375 1691181433.0992
MEM 1571.078125 1691181433.2012
MEM 1571.093750 1691181433.3030
MEM 1571.093750 1691181433.4070
MEM 1571.093750 1691181433.5123
MEM 1583.875000 1691181433.6137
MEM 1583.875000 1691181433.7189
MEM 1583.875000 1691181433.8207
MEM 1583.875000 1691181433.9259
MEM 1583.875000 1691181434.0311
MEM 1583.875000 1691181434.1315
MEM 1583.875000 1691181434.2362
MEM 1583.890625 1691181434.3414
MEM 1583.890625 1691181434.4466
MEM 1583.890625 1691181434.5518
MEM 1583.890625 1691181434.6570
MEM 1583.890625 1691181434.7578
MEM 1588.593750 1691181434.8607
MEM 1588.593750 1691181434.9624
MEM 1588.593750 1691181435.0676
MEM 1588.593750 1691181435.1728
MEM 1588.593750 1691181435.2738
MEM 1588.593750 1691181435.3790
MEM 1588.593750 1691181435.4842
MEM 1588.593750 1691181435.5894
MEM 1588.609375 1691181435.6896
MEM 1588.609375 1691181435.7900
MEM 1588.656250 1691181435.8912
MEM 1588.656250 1691181435.9964
MEM 1588.656250 1691181436.0981
MEM 1589.281250 1691181436.1992
MEM 1593.156250 1691181436.3044
MEM 1593.156250 1691181436.4096
MEM 1593.156250 1691181436.5132
MEM 1594.531250 1691181436.6157
MEM 1594.531250 1691181436.7208
MEM 1594.531250 1691181436.8212
MEM 1594.531250 1691181436.9264
MEM 1594.531250 1691181437.0316
MEM 1594.531250 1691181437.1367
MEM 1594.531250 1691181437.2400
MEM 1594.531250 1691181437.3451
MEM 1594.531250 1691181437.4503
MEM 1594.531250 1691181437.5512
MEM 1594.640625 1691181437.6540
MEM 1594.640625 1691181437.7547
MEM 1597.796875 1691181437.8599
MEM 1597.796875 1691181437.9643
MEM 1597.796875 1691181438.0660
MEM 1597.796875 1691181438.1684
MEM 1604.843750 1691181438.2711
MEM 1604.843750 1691181438.3763
MEM 1604.843750 1691181438.4815
MEM 1604.843750 1691181438.5862
MEM 1604.843750 1691181438.6891
MEM 1604.843750 1691181438.7893
MEM 1604.843750 1691181438.8919
MEM 1604.843750 1691181438.9922
MEM 1604.843750 1691181439.0947
MEM 1604.843750 1691181439.1985
MEM 1604.843750 1691181439.3037
MEM 1604.843750 1691181439.4083
MEM 1611.750000 1691181439.5127
MEM 1611.750000 1691181439.6147
MEM 1611.750000 1691181439.7153
MEM 1611.765625 1691181439.8167
MEM 1611.765625 1691181439.9218
MEM 1611.765625 1691181440.0262
MEM 1611.765625 1691181440.1276
MEM 1611.765625 1691181440.2327
MEM 1611.765625 1691181440.3340
MEM 1611.765625 1691181440.4393
MEM 1611.765625 1691181440.5414
MEM 1611.765625 1691181440.6466
MEM 1611.765625 1691181440.7518
MEM 1611.765625 1691181440.8570
MEM 1611.765625 1691181440.9622
MEM 1611.765625 1691181441.0652
MEM 1611.765625 1691181441.1657
MEM 1611.765625 1691181441.2710
MEM 1611.765625 1691181441.3726
MEM 1611.765625 1691181441.4729
MEM 1611.765625 1691181441.5781
MEM 1611.765625 1691181441.6833
MEM 1611.765625 1691181441.7862
MEM 1611.765625 1691181441.8876
MEM 1611.781250 1691181441.9928
MEM 1611.812500 1691181442.0964
MEM 1611.812500 1691181442.1980
MEM 1611.812500 1691181442.3032
MEM 1611.812500 1691181442.4084
MEM 1611.812500 1691181442.5136
MEM 1611.812500 1691181442.6177
MEM 1611.812500 1691181442.7184
MEM 1611.812500 1691181442.8236
MEM 1611.812500 1691181442.9272
MEM 1624.593750 1691181443.0324
MEM 1624.593750 1691181443.1376
MEM 1624.593750 1691181443.2391
MEM 1624.593750 1691181443.3443
MEM 1726.796875 1691181443.4482
MEM 1726.796875 1691181443.5507
MEM 2135.609375 1691181443.6559
MEM 2135.609375 1691181443.7568
MEM 2135.609375 1691181443.8604
MEM 2135.609375 1691181443.9651
MEM 2135.609375 1691181444.0703
MEM 2135.609375 1691181444.1755
MEM 2135.609375 1691181444.2790
MEM 2135.609375 1691181444.3811
MEM 2135.609375 1691181444.4863
MEM 2137.984375 1691181444.5915
MEM 2137.984375 1691181444.6924
MEM 2137.984375 1691181444.7976
MEM 2137.984375 1691181444.8995
MEM 2139.000000 1691181445.0047
MEM 2139.000000 1691181445.1100
MEM 2139.000000 1691181445.2117
MEM 2139.000000 1691181445.3161
MEM 2139.000000 1691181445.4213
MEM 2139.000000 1691181445.5235
MEM 2139.000000 1691181445.6258
MEM 2139.000000 1691181445.7264
MEM 2139.000000 1691181445.8291
MEM 2139.000000 1691181445.9305
MEM 2139.000000 1691181446.0357
MEM 2139.000000 1691181446.1377
MEM 2139.000000 1691181446.2429
MEM 2139.000000 1691181446.3433
MEM 2139.000000 1691181446.4486
MEM 2139.000000 1691181446.5491
MEM 2139.000000 1691181446.6543
MEM 2139.000000 1691181446.7581
MEM 2147.937500 1691181446.8633
MEM 2164.562500 1691181446.9686
MEM 2164.562500 1691181447.0730
MEM 2182.453125 1691181447.1742
MEM 2190.140625 1691181447.2749
MEM 2190.140625 1691181447.3802
MEM 2215.171875 1691181447.4853
MEM 2215.703125 1691181447.5905
MEM 2224.640625 1691181447.6957
MEM 2241.265625 1691181447.8009
MEM 2241.265625 1691181447.9061
MEM 2264.546875 1691181448.0064
MEM 2266.875000 1691181448.1080
MEM 2266.875000 1691181448.2127
MEM 2292.437500 1691181448.3138
MEM 2318.000000 1691181448.4169
MEM 2318.000000 1691181448.5206
MEM 2318.000000 1691181448.6253
MEM 2318.000000 1691181448.7305
MEM 2318.000000 1691181448.8357
MEM 2318.046875 1691181448.9366
MEM 2318.046875 1691181449.0388
MEM 2318.046875 1691181449.1432
MEM 2318.046875 1691181449.2484
MEM 2318.046875 1691181449.3536
MEM 2318.046875 1691181449.4560
MEM 2318.046875 1691181449.5608
MEM 2318.046875 1691181449.6643
MEM 2318.046875 1691181449.7651
MEM 2318.046875 1691181449.8703
MEM 2318.046875 1691181449.9713
MEM 2318.046875 1691181450.0729
MEM 2318.046875 1691181450.1753
MEM 2318.046875 1691181450.2805
MEM 2318.046875 1691181450.3850
MEM 2318.046875 1691181450.4903
MEM 2318.046875 1691181450.5920
MEM 2318.046875 1691181450.6974
MEM 2318.046875 1691181450.8026
MEM 2318.046875 1691181450.9051
MEM 2323.953125 1691181451.0053
MEM 2323.953125 1691181451.1083
MEM 2323.953125 1691181451.2135
MEM 2323.953125 1691181451.3187
MEM 2323.953125 1691181451.4221
MEM 2323.953125 1691181451.5272
MEM 2323.953125 1691181451.6275
MEM 2323.953125 1691181451.7321
MEM 2323.953125 1691181451.8330
MEM 2323.953125 1691181451.9343
MEM 2323.953125 1691181452.0395
MEM 2326.203125 1691181452.1412
MEM 2326.203125 1691181452.2464
MEM 2326.203125 1691181452.3516
MEM 2326.203125 1691181452.4555
MEM 2326.203125 1691181452.5600
MEM 2326.203125 1691181452.6603
MEM 2326.203125 1691181452.7611
MEM 2326.203125 1691181452.8660
MEM 2326.203125 1691181452.9662
MEM 2326.203125 1691181453.0715
MEM 2326.203125 1691181453.1767
MEM 2326.203125 1691181453.2819
MEM 2326.203125 1691181453.3864
MEM 2326.203125 1691181453.4884
MEM 2326.203125 1691181453.5936
MEM 2326.203125 1691181453.6988
MEM 2326.203125 1691181453.8004
MEM 2326.203125 1691181453.9056
MEM 2326.203125 1691181454.0107
MEM 2326.203125 1691181454.1129
MEM 2326.203125 1691181454.2181
MEM 2326.203125 1691181454.3212
MEM 2326.203125 1691181454.4265
MEM 2326.203125 1691181454.5277
MEM 2326.203125 1691181454.6329
MEM 2333.875000 1691181454.7381
MEM 2333.875000 1691181454.8393
MEM 2333.875000 1691181454.9439
MEM 2333.875000 1691181455.0491
MEM 2333.875000 1691181455.1544
MEM 2333.875000 1691181455.2596
MEM 2333.875000 1691181455.3629
MEM 2333.875000 1691181455.4636
MEM 2333.875000 1691181455.5723
MEM 2333.875000 1691181455.7311
MEM 2333.875000 1691181455.8316
MEM 2333.875000 1691181455.9353
MEM 2333.875000 1691181456.0405
MEM 2333.875000 1691181456.1426
MEM 2333.875000 1691181456.2478
MEM 2333.875000 1691181456.3499
MEM 2333.875000 1691181456.4546
MEM 2333.875000 1691181456.5599
MEM 2333.875000 1691181456.6643
MEM 2333.875000 1691181456.7682
MEM 2333.875000 1691181456.8717
MEM 2333.875000 1691181456.9732
MEM 2333.875000 1691181457.0735
MEM 2333.875000 1691181457.1787
MEM 2333.875000 1691181457.2791
MEM 2333.875000 1691181457.3843
MEM 2333.875000 1691181457.4860
MEM 2333.875000 1691181457.5866
MEM 2333.875000 1691181457.6872
MEM 2333.875000 1691181457.7924
MEM 2333.875000 1691181457.8976
MEM 2333.875000 1691181457.9998
MEM 2333.875000 1691181458.1011
MEM 2333.875000 1691181458.2060
MEM 2333.875000 1691181458.3064
MEM 2333.875000 1691181458.4070
MEM 2333.875000 1691181458.5122
MEM 2333.875000 1691181458.6127
MEM 2333.875000 1691181458.7179
MEM 2333.875000 1691181458.8231
MEM 2333.875000 1691181458.9251
MEM 2333.875000 1691181459.0256
MEM 2333.875000 1691181459.1293
MEM 2333.875000 1691181459.2344
MEM 2333.875000 1691181459.3351
MEM 2333.875000 1691181459.4402
MEM 2333.875000 1691181459.5455
MEM 2333.875000 1691181459.6507
MEM 2333.875000 1691181459.7547
MEM 2333.875000 1691181459.8579
MEM 2333.875000 1691181459.9598
MEM 2333.875000 1691181460.0650
MEM 2333.875000 1691181460.1667
MEM 2333.875000 1691181460.2709
MEM 2333.875000 1691181460.3761
MEM 2333.875000 1691181460.4788
MEM 2333.875000 1691181460.5840
MEM 2333.875000 1691181460.6892
MEM 2333.875000 1691181460.7943
MEM 2333.875000 1691181460.8960
MEM 2333.875000 1691181461.0014
MEM 2333.875000 1691181461.1066
MEM 2333.875000 1691181461.2118
MEM 2333.875000 1691181461.3139
MEM 2333.875000 1691181461.4191
MEM 2333.875000 1691181461.5217
MEM 2333.875000 1691181461.6269
MEM 2333.875000 1691181461.7321
MEM 2333.875000 1691181461.8374
MEM 2333.875000 1691181461.9426
MEM 2333.875000 1691181462.0446
MEM 2333.875000 1691181462.1498
MEM 2333.875000 1691181462.2547
MEM 2333.875000 1691181462.3599
MEM 2333.875000 1691181462.4625
MEM 2333.875000 1691181462.5677
MEM 2333.875000 1691181462.6729
MEM 2333.875000 1691181462.7738
MEM 2333.875000 1691181462.8790
MEM 2333.875000 1691181462.9834
MEM 2333.875000 1691181463.0872
MEM 2333.875000 1691181463.1876
MEM 2333.875000 1691181463.2928
MEM 2333.875000 1691181463.3980
MEM 2333.875000 1691181463.4990
MEM 2333.875000 1691181463.6042
MEM 2333.875000 1691181463.7093
MEM 2333.875000 1691181463.8103
MEM 2333.875000 1691181463.9155
MEM 2333.875000 1691181464.0174
MEM 2333.875000 1691181464.1226
MEM 2333.875000 1691181464.2278
MEM 2333.875000 1691181464.3297
MEM 2333.875000 1691181464.4348
MEM 2333.875000 1691181464.5396
MEM 2333.875000 1691181464.6449
MEM 2333.875000 1691181464.7501
MEM 2333.875000 1691181464.8504
MEM 2333.875000 1691181464.9556
MEM 2333.875000 1691181465.0608
MEM 2333.875000 1691181465.1627
MEM 2333.875000 1691181465.2679
MEM 2333.875000 1691181465.3711
MEM 2333.875000 1691181465.4763
MEM 2333.875000 1691181465.5815
MEM 2333.875000 1691181465.6820
MEM 2333.875000 1691181465.7828
MEM 2333.875000 1691181465.8880
MEM 2333.875000 1691181465.9907
MEM 2333.875000 1691181466.0959
MEM 2333.875000 1691181466.1969
MEM 2333.875000 1691181466.2978
MEM 2333.875000 1691181466.3983
MEM 2333.875000 1691181466.5036
MEM 2333.875000 1691181466.6088
MEM 2333.875000 1691181466.7140
MEM 2333.875000 1691181466.8192
MEM 2333.875000 1691181466.9244
MEM 2333.875000 1691181467.0291
MEM 2333.875000 1691181467.1343
MEM 2333.875000 1691181467.2380
MEM 2333.875000 1691181467.3404
MEM 2333.875000 1691181467.4411
MEM 2333.875000 1691181467.5431
MEM 2333.875000 1691181467.6465
MEM 2333.875000 1691181467.7487
MEM 2333.875000 1691181467.8539
MEM 2333.875000 1691181467.9546
MEM 2333.875000 1691181468.0552
MEM 2333.875000 1691181468.1603
MEM 2333.875000 1691181468.2655
MEM 2333.875000 1691181468.3668
MEM 2333.875000 1691181468.4720
MEM 2333.875000 1691181468.5736
MEM 2333.875000 1691181468.6788
MEM 2333.875000 1691181468.7840
MEM 2333.875000 1691181468.8892
MEM 2333.875000 1691181468.9944
MEM 2333.875000 1691181469.0971
MEM 2333.875000 1691181469.1978
MEM 2333.875000 1691181469.2989
MEM 2333.875000 1691181469.4041
MEM 2333.875000 1691181469.5057
MEM 2333.875000 1691181469.6109
MEM 2333.875000 1691181469.7161
MEM 2333.875000 1691181469.8213
MEM 2333.875000 1691181469.9265
MEM 2333.875000 1691181470.0300
MEM 2333.875000 1691181470.1307
MEM 2333.875000 1691181470.2313
MEM 2333.875000 1691181470.3365
MEM 2333.875000 1691181470.4385
MEM 2333.875000 1691181470.5393
MEM 2333.875000 1691181470.6445
MEM 2333.875000 1691181470.7497
MEM 2333.875000 1691181470.8529
MEM 2333.875000 1691181470.9533
MEM 2333.875000 1691181471.0585
MEM 2333.875000 1691181471.1617
MEM 2333.875000 1691181471.2666
MEM 2333.875000 1691181471.3718
MEM 2333.875000 1691181471.4740
MEM 2333.875000 1691181471.5792
MEM 2333.875000 1691181471.6844
MEM 2333.875000 1691181471.7880
MEM 2333.875000 1691181471.8932
MEM 2333.875000 1691181471.9954
MEM 2333.875000 1691181472.1007
MEM 2333.875000 1691181472.2023
MEM 2333.875000 1691181472.3075
MEM 2333.875000 1691181472.4123
MEM 2333.875000 1691181472.5143
MEM 2333.875000 1691181472.6195
MEM 2333.875000 1691181472.7203
MEM 2333.875000 1691181472.8215
MEM 2333.875000 1691181472.9267
MEM 2333.875000 1691181473.0319
MEM 2333.875000 1691181473.1370
MEM 2333.875000 1691181473.2383
MEM 2333.875000 1691181473.3387
MEM 2333.875000 1691181473.4396
MEM 2333.875000 1691181473.5402
MEM 2333.875000 1691181473.6447
MEM 2333.875000 1691181473.7468
MEM 2333.875000 1691181473.8476
MEM 2333.875000 1691181473.9528
MEM 2333.875000 1691181474.0550
MEM 2333.875000 1691181474.1564
MEM 2333.875000 1691181474.2616
MEM 2333.875000 1691181474.3654
MEM 2333.875000 1691181474.4706
MEM 2333.875000 1691181474.5758
MEM 2333.875000 1691181474.6791
MEM 2333.875000 1691181474.7798
MEM 2333.875000 1691181474.8850
MEM 2333.875000 1691181474.9869
MEM 2333.875000 1691181475.0922
MEM 2333.875000 1691181475.1927
MEM 2333.875000 1691181475.2977
MEM 2333.875000 1691181475.4029
MEM 2333.875000 1691181475.5041
MEM 2333.875000 1691181475.6094
MEM 2333.875000 1691181475.7098
MEM 2333.875000 1691181475.8105
MEM 2333.875000 1691181475.9157
MEM 2333.875000 1691181476.0201
MEM 2333.875000 1691181476.1253
MEM 2333.875000 1691181476.2305
MEM 2333.875000 1691181476.3313
MEM 2333.875000 1691181476.4365
MEM 2333.875000 1691181476.5387
MEM 2333.875000 1691181476.6440
MEM 2333.875000 1691181476.7442
MEM 2333.875000 1691181476.8494
MEM 2333.875000 1691181476.9538
MEM 2333.875000 1691181477.0558
MEM 2333.875000 1691181477.1561
MEM 2333.875000 1691181477.2613
MEM 2333.875000 1691181477.3632
MEM 2333.875000 1691181477.4637
MEM 2333.875000 1691181477.5690
MEM 2333.875000 1691181477.6725
MEM 2333.875000 1691181477.7777
MEM 2333.875000 1691181477.8786
MEM 2333.875000 1691181477.9789
MEM 2333.875000 1691181478.0841
MEM 2333.875000 1691181478.1870
MEM 2333.875000 1691181478.2878
MEM 2333.875000 1691181478.3931
MEM 2333.875000 1691181478.4949
MEM 2333.875000 1691181478.5976
MEM 2333.875000 1691181478.7029
MEM 2333.875000 1691181478.8033
MEM 2333.875000 1691181478.9085
MEM 2333.875000 1691181479.0137
MEM 2333.875000 1691181479.1189
MEM 2333.875000 1691181479.2216
MEM 2333.875000 1691181479.3268
MEM 2333.875000 1691181479.4282
MEM 2333.875000 1691181479.5295
MEM 2333.875000 1691181479.6347
MEM 2333.875000 1691181479.7369
MEM 2333.875000 1691181479.8421
MEM 2333.875000 1691181479.9459
MEM 2333.875000 1691181480.0512
MEM 2333.875000 1691181480.1539
MEM 2333.875000 1691181480.2592
MEM 2333.875000 1691181480.3624
MEM 2333.875000 1691181480.4676
MEM 2333.875000 1691181480.5728
MEM 2333.875000 1691181480.6780
MEM 2333.875000 1691181480.7802
MEM 2333.875000 1691181480.8850
MEM 2333.875000 1691181480.9902
MEM 2333.875000 1691181481.0951
MEM 2333.875000 1691181481.2003
MEM 2333.875000 1691181481.3006
MEM 2333.875000 1691181481.4042
MEM 2333.875000 1691181481.5056
MEM 2333.875000 1691181481.6072
MEM 2333.875000 1691181481.7082
MEM 2333.875000 1691181481.8134
MEM 2333.875000 1691181481.9175
MEM 2333.875000 1691181482.0183
MEM 2333.875000 1691181482.1235
MEM 2333.875000 1691181482.2262
MEM 2333.875000 1691181482.3267
MEM 2333.875000 1691181482.4320
MEM 2333.875000 1691181482.5333
MEM 2333.875000 1691181482.6386
MEM 2333.875000 1691181482.7434
MEM 2333.875000 1691181482.8486
MEM 2333.875000 1691181482.9517
MEM 2333.875000 1691181483.0569
MEM 2333.875000 1691181483.1596
MEM 2333.875000 1691181483.2614
MEM 2333.875000 1691181483.3619
MEM 2333.875000 1691181483.4653
MEM 2333.875000 1691181483.5705
MEM 2333.875000 1691181483.6758
MEM 2333.875000 1691181483.7775
MEM 2333.875000 1691181483.8788
MEM 2333.875000 1691181483.9804
MEM 2333.875000 1691181484.0856
MEM 2333.875000 1691181484.1909
MEM 2333.875000 1691181484.2919
MEM 2333.875000 1691181484.3971
MEM 2333.875000 1691181484.5013
MEM 2333.875000 1691181484.6016
MEM 2333.875000 1691181484.7069
MEM 2333.875000 1691181484.8089
MEM 2333.875000 1691181484.9092
MEM 2333.875000 1691181485.0117
MEM 2333.875000 1691181485.1169
MEM 2333.875000 1691181485.2196
MEM 2333.875000 1691181485.3248
MEM 2333.875000 1691181485.4282
MEM 2333.875000 1691181485.5329
MEM 2333.875000 1691181485.6373
MEM 2333.875000 1691181485.7421
MEM 2333.875000 1691181485.8424
MEM 2333.875000 1691181485.9429
MEM 2333.875000 1691181486.0481
MEM 2333.875000 1691181486.1501
MEM 2333.875000 1691181486.2553
MEM 2333.875000 1691181486.3596
MEM 2333.875000 1691181486.4648
MEM 2333.875000 1691181486.5683
MEM 2333.875000 1691181486.6703
MEM 2333.875000 1691181486.7755
MEM 2333.875000 1691181486.8764
MEM 2333.875000 1691181486.9818
MEM 2333.875000 1691181487.0826
MEM 2333.875000 1691181487.1859
MEM 2333.875000 1691181487.2911
MEM 2333.875000 1691181487.3944
MEM 2333.875000 1691181487.4992
MEM 2333.875000 1691181487.6011
MEM 2333.875000 1691181487.7037
MEM 2333.875000 1691181487.8090
MEM 2333.875000 1691181487.9144
MEM 2333.875000 1691181488.0197
MEM 2333.875000 1691181488.1249
MEM 2333.875000 1691181488.2278
MEM 2333.875000 1691181488.3329
MEM 2333.875000 1691181488.4349
MEM 2333.875000 1691181488.5402
MEM 2333.875000 1691181488.6422
MEM 2333.875000 1691181488.7447
MEM 2333.875000 1691181488.8465
MEM 2333.875000 1691181488.9497
MEM 2333.875000 1691181489.0541
MEM 2333.875000 1691181489.1583
MEM 2333.875000 1691181489.2626
MEM 2333.875000 1691181489.3679
MEM 2333.875000 1691181489.4719
MEM 2333.875000 1691181489.5767
MEM 2333.875000 1691181489.6820
MEM 2333.875000 1691181489.7840
MEM 2333.875000 1691181489.8844
MEM 2333.875000 1691181489.9897
MEM 2333.875000 1691181490.0945
MEM 2333.875000 1691181490.1965
MEM 2333.875000 1691181490.3019
MEM 2333.875000 1691181490.4038
MEM 2333.875000 1691181490.5091
MEM 2333.875000 1691181490.6097
MEM 2333.875000 1691181490.7132
MEM 2333.875000 1691181490.8185
MEM 2333.875000 1691181490.9220
MEM 2333.875000 1691181491.0255
MEM 2333.875000 1691181491.1292
MEM 2333.875000 1691181491.2337
MEM 2333.875000 1691181491.3389
MEM 2333.875000 1691181491.4420
MEM 2333.875000 1691181491.5473
MEM 2333.875000 1691181491.6526
MEM 2333.875000 1691181491.7542
MEM 2333.875000 1691181491.8596
MEM 2333.875000 1691181491.9635
MEM 2333.875000 1691181492.0669
MEM 2333.875000 1691181492.1719
MEM 2333.875000 1691181492.2755
MEM 2333.875000 1691181492.3758
MEM 2333.875000 1691181492.4786
MEM 2333.875000 1691181492.5811
MEM 2333.875000 1691181492.6863
MEM 2333.875000 1691181492.7916
MEM 2333.875000 1691181492.8958
MEM 2333.875000 1691181492.9966
MEM 2333.875000 1691181493.1003
MEM 2333.875000 1691181493.2048
MEM 2333.875000 1691181493.3053
MEM 2333.875000 1691181493.4086
MEM 2333.875000 1691181493.5106
MEM 2333.875000 1691181493.6148
MEM 2333.875000 1691181493.7199
MEM 2333.875000 1691181493.8247
MEM 2333.875000 1691181493.9254
MEM 2333.875000 1691181494.0307
MEM 2333.875000 1691181494.1356
MEM 2333.875000 1691181494.2409
MEM 2333.875000 1691181494.3448
MEM 2333.875000 1691181494.4478
MEM 2333.875000 1691181494.5533
MEM 2333.875000 1691181494.6586
MEM 2333.875000 1691181494.7595
MEM 2333.875000 1691181494.8626
MEM 2333.875000 1691181494.9678
MEM 2333.875000 1691181495.0719
MEM 2333.875000 1691181495.1773
MEM 2333.875000 1691181495.2822
MEM 2333.875000 1691181495.3842
MEM 2333.875000 1691181495.4895
MEM 2333.875000 1691181495.5921
MEM 2333.875000 1691181495.6957
MEM 2333.875000 1691181495.8010
MEM 2333.875000 1691181495.9019
MEM 2333.875000 1691181496.0059
MEM 2333.875000 1691181496.1140
MEM 2333.875000 1691181496.2191
MEM 2333.875000 1691181496.3244
MEM 2333.875000 1691181496.4260
MEM 2333.875000 1691181496.5270
MEM 2333.875000 1691181496.6322
MEM 2333.875000 1691181496.7344
MEM 2333.875000 1691181496.8392
MEM 2333.875000 1691181496.9438
MEM 2333.875000 1691181497.0457
MEM 2333.875000 1691181497.1514
MEM 2333.875000 1691181497.2567
MEM 2333.875000 1691181497.3601
MEM 2333.875000 1691181497.4654
MEM 2333.875000 1691181497.5703
MEM 2333.875000 1691181497.6748
MEM 2333.875000 1691181497.7787
MEM 2333.875000 1691181497.8801
MEM 2333.875000 1691181497.9833
MEM 2333.875000 1691181498.0875
MEM 2333.875000 1691181498.1909
MEM 2333.875000 1691181498.2934
MEM 2333.875000 1691181498.3963
