CMDLINE /Users/halverso/mambaforge/envs/ECOSTRESS/bin/python3.11 try_STARS_update.py
MEM 2333.875000 1691181591.3381
MEM 2333.875000 1691181591.4433
MEM 2333.875000 1691181591.5442
MEM 2333.875000 1691181591.6494
MEM 2333.875000 1691181591.7515
MEM 2333.875000 1691181591.8567
MEM 2333.875000 1691181591.9606
MEM 2333.875000 1691181592.0658
MEM 2333.875000 1691181592.1710
MEM 2333.875000 1691181592.2718
MEM 2333.875000 1691181592.3764
MEM 2333.875000 1691181592.4787
MEM 2333.875000 1691181592.5803
MEM 2333.875000 1691181592.6809
MEM 2333.875000 1691181592.7831
MEM 2333.875000 1691181592.8883
MEM 2333.875000 1691181592.9897
MEM 2333.875000 1691181593.0930
MEM 2333.875000 1691181593.1962
MEM 2333.875000 1691181593.3004
MEM 2333.875000 1691181593.4015
MEM 2333.875000 1691181593.5041
MEM 2333.875000 1691181593.6062
MEM 2333.875000 1691181593.7115
MEM 2333.875000 1691181593.8167
MEM 2333.875000 1691181593.9186
MEM 2333.875000 1691181594.0239
MEM 2333.875000 1691181594.1265
MEM 2333.875000 1691181594.2318
MEM 2333.875000 1691181594.3371
MEM 2333.875000 1691181594.4421
MEM 2333.875000 1691181594.5468
MEM 2333.875000 1691181594.6508
MEM 2333.875000 1691181594.7536
MEM 2333.875000 1691181594.8569
MEM 2333.875000 1691181594.9582
MEM 2333.875000 1691181595.0598
MEM 2333.875000 1691181595.1651
MEM 2333.875000 1691181595.2680
MEM 2333.875000 1691181595.3721
MEM 2333.875000 1691181595.4774
MEM 2333.875000 1691181595.5791
MEM 2333.875000 1691181595.6843
MEM 2333.875000 1691181595.7896
MEM 2333.875000 1691181595.8917
MEM 2333.875000 1691181595.9940
MEM 2333.875000 1691181596.0992
MEM 2333.875000 1691181596.2038
MEM 2333.875000 1691181596.3077
MEM 2333.875000 1691181596.4092
MEM 2333.875000 1691181596.5134
MEM 2333.875000 1691181596.6177
MEM 2333.875000 1691181596.7183
MEM 2333.875000 1691181596.8221
MEM 2333.875000 1691181596.9275
MEM 2333.875000 1691181597.0321
MEM 2333.875000 1691181597.1349
MEM 2333.875000 1691181597.2401
MEM 2333.875000 1691181597.3416
MEM 2333.875000 1691181597.4469
MEM 2333.875000 1691181597.5500
MEM 2333.875000 1691181597.6557
MEM 2333.875000 1691181597.7589
MEM 2333.875000 1691181597.8606
MEM 2333.875000 1691181597.9609
MEM 2333.875000 1691181598.0656
MEM 2333.875000 1691181598.1694
MEM 2333.875000 1691181598.2730
MEM 2333.875000 1691181598.3782
MEM 2333.875000 1691181598.4835
MEM 2333.875000 1691181598.5881
MEM 2333.875000 1691181598.6933
MEM 2333.875000 1691181598.7967
MEM 2333.875000 1691181598.9022
MEM 2333.875000 1691181599.0074
MEM 2333.875000 1691181599.1120
MEM 2333.875000 1691181599.2170
MEM 2333.875000 1691181599.3213
MEM 2333.875000 1691181599.4242
MEM 2333.875000 1691181599.5292
MEM 2333.875000 1691181599.6333
MEM 2333.875000 1691181599.7369
MEM 2333.875000 1691181599.8383
MEM 2333.875000 1691181599.9437
MEM 2333.875000 1691181600.0469
MEM 2333.875000 1691181600.1493
MEM 2333.875000 1691181600.2544
MEM 2333.875000 1691181600.3586
MEM 2333.875000 1691181600.4627
MEM 2333.875000 1691181600.5679
MEM 2333.875000 1691181600.6731
MEM 2333.875000 1691181600.7783
MEM 2333.875000 1691181600.8829
MEM 2333.875000 1691181600.9916
MEM 2333.875000 1691181601.0952
MEM 2333.875000 1691181601.1981
MEM 2333.875000 1691181601.3028
MEM 2333.875000 1691181601.4080
MEM 2333.875000 1691181601.5127
MEM 2333.875000 1691181601.6160
MEM 2333.875000 1691181601.7214
MEM 2333.875000 1691181601.8267
MEM 2333.875000 1691181601.9300
MEM 2333.875000 1691181602.0352
MEM 2333.875000 1691181602.1414
MEM 2333.875000 1691181602.2458
MEM 2333.875000 1691181602.3505
MEM 2333.875000 1691181602.4559
MEM 2333.875000 1691181602.5574
MEM 2333.875000 1691181602.6619
MEM 2333.875000 1691181602.7671
MEM 2333.875000 1691181602.8723
MEM 2333.875000 1691181602.9762
MEM 2333.875000 1691181603.0791
MEM 2333.875000 1691181603.1841
MEM 2333.875000 1691181603.2891
MEM 2333.875000 1691181603.3900
MEM 2333.875000 1691181603.4953
MEM 2333.875000 1691181603.5971
MEM 2333.875000 1691181603.6999
MEM 2333.875000 1691181603.8041
MEM 2333.875000 1691181603.9094
MEM 2333.875000 1691181604.0145
MEM 2333.875000 1691181604.1172
MEM 2333.875000 1691181604.2218
MEM 2333.875000 1691181604.3263
MEM 2333.875000 1691181604.4305
MEM 2333.875000 1691181604.5357
MEM 2333.875000 1691181604.6386
MEM 2333.875000 1691181604.7417
MEM 2333.875000 1691181604.8469
MEM 2333.875000 1691181604.9520
MEM 2333.875000 1691181605.0558
MEM 2333.875000 1691181605.1583
MEM 2333.875000 1691181605.2635
MEM 2333.875000 1691181605.3687
MEM 2333.875000 1691181605.4732
MEM 2333.875000 1691181605.5784
MEM 2333.875000 1691181605.6839
MEM 2333.875000 1691181605.7884
MEM 2333.875000 1691181605.8937
MEM 2333.875000 1691181605.9989
MEM 2333.875000 1691181606.1005
MEM 2333.875000 1691181606.2011
MEM 2333.875000 1691181606.3064
MEM 2333.875000 1691181606.4107
MEM 2333.875000 1691181606.5122
MEM 2333.875000 1691181606.6188
MEM 2333.875000 1691181606.7240
MEM 2333.875000 1691181606.8293
MEM 2333.875000 1691181606.9345
MEM 2333.875000 1691181607.0398
MEM 2333.875000 1691181607.1449
MEM 2333.875000 1691181607.2536
MEM 2333.875000 1691181607.3588
MEM 2333.875000 1691181607.4640
MEM 2333.875000 1691181607.5693
MEM 2333.875000 1691181607.6745
MEM 2333.875000 1691181607.7785
MEM 2333.875000 1691181607.8791
MEM 2333.875000 1691181607.9844
MEM 2333.875000 1691181608.0893
MEM 2333.875000 1691181608.1895
MEM 2333.875000 1691181608.2951
MEM 2333.875000 1691181608.3956
MEM 2333.875000 1691181608.5009
MEM 2333.875000 1691181608.6014
MEM 2333.875000 1691181608.7041
MEM 2333.875000 1691181608.8094
MEM 2333.875000 1691181608.9121
MEM 2333.875000 1691181609.0171
MEM 2333.875000 1691181609.1186
MEM 2333.875000 1691181609.2223
MEM 2333.875000 1691181609.3262
MEM 2333.875000 1691181609.4280
MEM 2333.875000 1691181609.5335
MEM 2333.875000 1691181609.6388
MEM 2333.875000 1691181609.7439
MEM 2333.875000 1691181609.8491
MEM 2333.875000 1691181609.9544
MEM 2333.875000 1691181610.0596
MEM 2333.875000 1691181610.1617
MEM 2333.875000 1691181610.2671
MEM 2333.875000 1691181610.3723
MEM 2333.875000 1691181610.4777
MEM 2333.875000 1691181610.5829
MEM 2333.875000 1691181610.6838
MEM 2333.875000 1691181610.7892
MEM 2333.875000 1691181610.8918
MEM 2333.875000 1691181610.9933
MEM 2333.875000 1691181611.0986
MEM 2333.875000 1691181611.2039
MEM 2333.875000 1691181611.3064
MEM 2333.875000 1691181611.4122
MEM 2333.875000 1691181611.5140
MEM 2333.875000 1691181611.6153
MEM 2333.875000 1691181611.7206
MEM 2333.875000 1691181611.8256
MEM 2333.875000 1691181611.9268
MEM 2333.875000 1691181612.0280
MEM 2333.875000 1691181612.1302
MEM 2333.875000 1691181612.2311
MEM 2333.875000 1691181612.3323
MEM 2333.875000 1691181612.4376
MEM 2333.875000 1691181612.5421
MEM 2333.875000 1691181612.6474
MEM 2333.875000 1691181612.7519
MEM 2333.875000 1691181612.8550
MEM 2333.875000 1691181612.9584
MEM 2333.875000 1691181613.0636
MEM 2333.875000 1691181613.1688
MEM 2333.875000 1691181613.2707
MEM 2333.875000 1691181613.3757
MEM 2333.875000 1691181613.4809
MEM 2333.875000 1691181613.5861
MEM 2333.875000 1691181613.6913
MEM 2333.875000 1691181613.7965
MEM 2333.875000 1691181613.9003
MEM 2333.875000 1691181614.0014
MEM 2333.875000 1691181614.1062
MEM 2333.875000 1691181614.2104
MEM 2333.875000 1691181614.3138
MEM 2333.875000 1691181614.4149
MEM 2333.875000 1691181614.5163
MEM 2333.875000 1691181614.6182
MEM 2333.875000 1691181614.7208
MEM 2333.875000 1691181614.8255
MEM 2333.875000 1691181614.9307
MEM 2333.875000 1691181615.0359
MEM 2333.875000 1691181615.1393
MEM 2333.875000 1691181615.2425
MEM 2333.875000 1691181615.3477
MEM 2333.875000 1691181615.4521
MEM 2333.875000 1691181615.5546
MEM 2333.875000 1691181615.6570
MEM 2333.875000 1691181615.7591
MEM 2333.875000 1691181615.8633
MEM 2333.875000 1691181615.9672
MEM 2333.875000 1691181616.0707
MEM 2333.875000 1691181616.1731
MEM 2333.875000 1691181616.2762
MEM 2333.875000 1691181616.3815
MEM 2333.875000 1691181616.4868
MEM 2333.875000 1691181616.5921
MEM 2333.875000 1691181616.6974
MEM 2333.875000 1691181616.8014
MEM 2333.875000 1691181616.9035
MEM 2333.875000 1691181617.0068
MEM 2333.875000 1691181617.1088
MEM 2333.875000 1691181617.2141
MEM 2333.875000 1691181617.3161
MEM 2333.875000 1691181617.4213
MEM 2333.875000 1691181617.5218
MEM 2333.875000 1691181617.6270
MEM 2333.875000 1691181617.7322
MEM 2333.875000 1691181617.8337
MEM 2333.875000 1691181617.9376
MEM 2333.875000 1691181618.0432
MEM 2333.875000 1691181618.1478
MEM 2333.875000 1691181618.2531
MEM 2333.875000 1691181618.3583
MEM 2333.875000 1691181618.4612
MEM 2333.875000 1691181618.5663
MEM 2333.875000 1691181618.6707
MEM 2333.875000 1691181618.7760
MEM 2333.875000 1691181618.8790
MEM 2333.875000 1691181618.9842
MEM 2333.875000 1691181619.0895
MEM 2333.875000 1691181619.1932
MEM 2333.875000 1691181619.2985
MEM 2333.875000 1691181619.4035
MEM 2333.875000 1691181619.5087
MEM 2333.875000 1691181619.6133
MEM 2333.875000 1691181619.7166
MEM 2333.875000 1691181619.8206
MEM 2333.875000 1691181619.9259
MEM 2333.875000 1691181620.0290
MEM 2333.875000 1691181620.1313
MEM 2333.875000 1691181620.2369
MEM 2333.875000 1691181620.3432
MEM 2333.875000 1691181620.4460
MEM 2333.875000 1691181620.5512
MEM 2333.875000 1691181620.6565
MEM 2333.875000 1691181620.7618
MEM 2333.875000 1691181620.8671
MEM 2333.875000 1691181620.9701
MEM 2333.875000 1691181621.0742
MEM 2333.875000 1691181621.1773
MEM 2333.875000 1691181621.2826
MEM 2333.875000 1691181621.3890
MEM 2333.875000 1691181621.4918
MEM 2333.875000 1691181621.5928
MEM 2333.875000 1691181621.6946
MEM 2333.875000 1691181621.7973
MEM 2333.875000 1691181621.9027
MEM 2333.875000 1691181622.0073
MEM 2333.875000 1691181622.1085
MEM 2333.875000 1691181622.2126
MEM 2333.875000 1691181622.3163
MEM 2333.875000 1691181622.4215
MEM 2333.875000 1691181622.5268
MEM 2333.875000 1691181622.6319
MEM 2333.875000 1691181622.7371
MEM 2333.875000 1691181622.8424
MEM 2333.875000 1691181622.9444
MEM 2333.875000 1691181623.0497
MEM 2333.875000 1691181623.1542
MEM 2333.875000 1691181623.2585
MEM 2333.875000 1691181623.3637
MEM 2333.875000 1691181623.4690
MEM 2333.875000 1691181623.5718
MEM 2333.875000 1691181623.6772
MEM 2333.875000 1691181623.7821
MEM 2333.875000 1691181623.8862
MEM 2333.875000 1691181623.9871
MEM 2333.875000 1691181624.0911
MEM 2333.875000 1691181624.1965
MEM 2333.875000 1691181624.3019
MEM 2333.875000 1691181624.4042
MEM 2333.875000 1691181624.5095
MEM 2333.875000 1691181624.6126
MEM 2333.875000 1691181624.7178
MEM 2333.875000 1691181624.8231
MEM 2333.875000 1691181624.9284
MEM 2333.875000 1691181625.0336
MEM 2333.875000 1691181625.1388
MEM 2333.875000 1691181625.2440
MEM 2333.875000 1691181625.3478
MEM 2333.875000 1691181625.4519
MEM 2333.875000 1691181625.5530
MEM 2333.875000 1691181625.6532
MEM 2333.875000 1691181625.7564
MEM 2333.875000 1691181625.8616
MEM 2333.875000 1691181625.9668
MEM 2333.875000 1691181626.0691
MEM 2333.875000 1691181626.1745
MEM 2333.875000 1691181626.2782
MEM 2333.875000 1691181626.3793
MEM 2333.875000 1691181626.4797
MEM 2333.875000 1691181626.5833
MEM 2333.875000 1691181626.6866
MEM 2333.875000 1691181626.7922
MEM 2333.875000 1691181626.8975
MEM 2333.875000 1691181627.0015
MEM 2333.875000 1691181627.1021
MEM 2333.875000 1691181627.2062
MEM 2333.875000 1691181627.3094
MEM 2333.875000 1691181627.4122
MEM 2333.875000 1691181627.5149
MEM 2333.875000 1691181627.6200
MEM 2333.875000 1691181627.7216
MEM 2333.875000 1691181627.8268
MEM 2333.875000 1691181627.9321
MEM 2333.875000 1691181628.0334
MEM 2333.875000 1691181628.1342
MEM 2333.875000 1691181628.2394
MEM 2333.875000 1691181628.3406
MEM 2333.875000 1691181628.4444
MEM 2333.875000 1691181628.5496
MEM 2333.875000 1691181628.6540
MEM 2333.875000 1691181628.7566
MEM 2333.875000 1691181628.8619
MEM 2333.875000 1691181628.9651
MEM 2333.875000 1691181629.0660
MEM 2333.875000 1691181629.1687
MEM 2333.875000 1691181629.2710
MEM 2333.875000 1691181629.3802
MEM 2333.875000 1691181629.4843
MEM 2333.875000 1691181629.5895
MEM 2333.875000 1691181629.6950
MEM 2333.875000 1691181629.8004
MEM 2333.875000 1691181629.9039
MEM 2333.875000 1691181630.0070
MEM 2333.875000 1691181630.1121
MEM 2333.875000 1691181630.2132
MEM 2333.875000 1691181630.3141
MEM 2333.875000 1691181630.4157
MEM 2333.875000 1691181630.5170
MEM 2333.875000 1691181630.6195
MEM 2333.875000 1691181630.7250
MEM 2333.875000 1691181630.8266
MEM 2333.875000 1691181630.9318
MEM 2333.875000 1691181631.0370
MEM 2333.875000 1691181631.1391
MEM 2333.875000 1691181631.2429
MEM 2333.875000 1691181631.3451
MEM 2333.875000 1691181631.4493
MEM 2333.875000 1691181631.5536
MEM 2333.875000 1691181631.6541
MEM 2333.875000 1691181631.7593
MEM 2333.875000 1691181631.8619
MEM 2333.875000 1691181631.9671
MEM 2333.875000 1691181632.0687
MEM 2333.875000 1691181632.1700
MEM 2333.875000 1691181632.2749
MEM 2333.875000 1691181632.3804
MEM 2333.875000 1691181632.4830
MEM 2333.875000 1691181632.5872
MEM 2333.875000 1691181632.6876
MEM 2333.875000 1691181632.7928
MEM 2333.875000 1691181632.8980
MEM 2333.875000 1691181633.0035
MEM 2333.875000 1691181633.1085
MEM 2333.875000 1691181633.2120
MEM 2333.875000 1691181633.3167
MEM 2333.875000 1691181633.4172
MEM 2333.875000 1691181633.5225
MEM 2333.875000 1691181633.6258
MEM 2333.875000 1691181633.7290
MEM 2333.875000 1691181633.8342
MEM 2333.875000 1691181633.9387
MEM 2333.875000 1691181634.0440
MEM 2333.875000 1691181634.1493
MEM 2333.875000 1691181634.2539
MEM 2333.875000 1691181634.3592
MEM 2333.875000 1691181634.4620
MEM 2333.875000 1691181634.5638
MEM 2333.875000 1691181634.6675
MEM 2333.875000 1691181634.7712
MEM 2333.875000 1691181634.8766
MEM 2333.875000 1691181634.9791
MEM 2333.875000 1691181635.0832
MEM 2333.875000 1691181635.1883
MEM 2333.875000 1691181635.2893
MEM 2333.875000 1691181635.3925
MEM 2333.875000 1691181635.4987
MEM 2333.875000 1691181635.6048
MEM 2333.875000 1691181635.7084
MEM 2333.875000 1691181635.8125
MEM 2333.875000 1691181635.9167
MEM 2333.875000 1691181636.0220
MEM 2333.875000 1691181636.1240
MEM 2333.875000 1691181636.2286
MEM 2333.875000 1691181636.3338
MEM 2333.875000 1691181636.4390
MEM 2333.875000 1691181636.5443
MEM 2333.875000 1691181636.6496
MEM 2333.875000 1691181636.7512
MEM 2333.875000 1691181636.8535
MEM 2333.875000 1691181636.9562
MEM 2333.875000 1691181637.0575
MEM 2333.875000 1691181637.1625
MEM 2333.875000 1691181637.2657
MEM 2333.875000 1691181637.3704
MEM 2333.875000 1691181637.4729
MEM 2333.875000 1691181637.5763
MEM 2333.875000 1691181637.6821
MEM 2333.875000 1691181637.7872
MEM 2333.875000 1691181637.8916
MEM 2333.875000 1691181637.9959
MEM 2333.875000 1691181638.0996
MEM 2333.875000 1691181638.2034
MEM 2333.875000 1691181638.3087
MEM 2333.875000 1691181638.4136
MEM 2333.875000 1691181638.5182
MEM 2333.875000 1691181638.6209
MEM 2333.875000 1691181638.7249
MEM 2333.875000 1691181638.8310
MEM 2333.875000 1691181638.9318
MEM 2333.875000 1691181639.0335
MEM 2333.875000 1691181639.1384
MEM 2333.875000 1691181639.2430
MEM 2333.875000 1691181639.3441
MEM 2333.875000 1691181639.4496
MEM 2333.875000 1691181639.5535
MEM 2333.875000 1691181639.6589
MEM 2333.875000 1691181639.7617
MEM 2333.875000 1691181639.8623
MEM 2333.875000 1691181639.9666
MEM 2333.875000 1691181640.0720
MEM 2333.875000 1691181640.1764
MEM 2333.875000 1691181640.2778
MEM 2333.875000 1691181640.3819
MEM 2333.875000 1691181640.4838
MEM 2333.875000 1691181640.5875
MEM 2333.875000 1691181640.6919
MEM 2333.875000 1691181640.7971
MEM 2333.875000 1691181640.9025
MEM 2333.875000 1691181641.0066
MEM 2333.875000 1691181641.1088
MEM 2333.875000 1691181641.2152
MEM 2333.875000 1691181641.3205
MEM 2333.875000 1691181641.4228
MEM 2333.875000 1691181641.5280
MEM 2333.875000 1691181641.6327
MEM 2333.875000 1691181641.7347
MEM 2333.875000 1691181641.8387
MEM 2333.875000 1691181641.9405
MEM 2333.875000 1691181642.0460
MEM 2333.875000 1691181642.1495
MEM 2333.875000 1691181642.2548
MEM 2333.875000 1691181642.3583
MEM 2333.875000 1691181642.4635
MEM 2333.875000 1691181642.5675
MEM 2333.875000 1691181642.6720
MEM 2333.875000 1691181642.7775
MEM 2333.875000 1691181642.8821
MEM 2333.875000 1691181642.9857
MEM 2333.875000 1691181643.0869
MEM 2333.875000 1691181643.1921
MEM 2333.875000 1691181643.2974
MEM 2333.875000 1691181643.4020
MEM 2333.875000 1691181643.5025
MEM 2333.875000 1691181643.6063
MEM 2333.875000 1691181643.7115
MEM 2333.875000 1691181643.8120
MEM 2333.875000 1691181643.9127
MEM 2333.875000 1691181644.0165
MEM 2333.875000 1691181644.1217
MEM 2333.875000 1691181644.2237
MEM 2333.875000 1691181644.3290
MEM 2333.875000 1691181644.4323
MEM 2333.875000 1691181644.5368
MEM 2333.875000 1691181644.6417
MEM 2333.875000 1691181644.7439
MEM 2333.875000 1691181644.8491
MEM 2333.875000 1691181644.9531
MEM 2333.875000 1691181645.0584
MEM 2333.875000 1691181645.1619
MEM 2333.875000 1691181645.2670
MEM 2333.875000 1691181645.3696
MEM 2333.875000 1691181645.4721
MEM 2333.875000 1691181645.5754
MEM 2333.875000 1691181645.6807
MEM 2333.875000 1691181645.7834
MEM 2333.875000 1691181645.8875
MEM 2333.875000 1691181645.9926
MEM 2333.875000 1691181646.0960
MEM 2333.875000 1691181646.2021
MEM 2333.875000 1691181646.3039
MEM 2333.875000 1691181646.4085
MEM 2333.875000 1691181646.5106
MEM 2333.875000 1691181646.6158
MEM 2333.875000 1691181646.7211
MEM 2333.875000 1691181646.8226
MEM 2333.875000 1691181646.9265
MEM 2333.875000 1691181647.0272
MEM 2333.875000 1691181647.1324
MEM 2333.875000 1691181647.2383
MEM 2333.875000 1691181647.3446
MEM 2333.875000 1691181647.4500
MEM 2333.875000 1691181647.5524
MEM 2333.875000 1691181647.6577
MEM 2333.875000 1691181647.7622
MEM 2333.875000 1691181647.8657
MEM 2333.875000 1691181647.9710
MEM 2333.875000 1691181648.0737
MEM 2333.875000 1691181648.1774
MEM 2333.875000 1691181648.2790
MEM 2333.875000 1691181648.3841
MEM 2333.875000 1691181648.4893
MEM 2333.875000 1691181648.5946
MEM 2333.875000 1691181648.6973
MEM 2333.875000 1691181648.8011
MEM 2333.875000 1691181648.9064
MEM 2333.875000 1691181649.0109
MEM 2333.875000 1691181649.1121
MEM 2333.875000 1691181649.2166
MEM 2333.875000 1691181649.3219
MEM 2333.875000 1691181649.4226
MEM 2333.875000 1691181649.5270
MEM 2333.875000 1691181649.6319
MEM 2333.875000 1691181649.7336
MEM 2333.875000 1691181649.8390
MEM 2333.875000 1691181649.9419
MEM 2333.875000 1691181650.0471
MEM 2333.875000 1691181650.1524
MEM 2333.875000 1691181650.2548
MEM 2333.875000 1691181650.3558
MEM 2333.875000 1691181650.4575
MEM 2333.875000 1691181650.5601
MEM 2333.875000 1691181650.6615
MEM 2333.875000 1691181650.7626
MEM 2333.875000 1691181650.8675
MEM 2333.875000 1691181650.9720
MEM 2333.875000 1691181651.0774
MEM 2333.875000 1691181651.1825
MEM 2333.875000 1691181651.2878
MEM 2333.875000 1691181651.3931
MEM 2333.875000 1691181651.4938
MEM 2333.875000 1691181651.5959
MEM 2333.875000 1691181651.6979
MEM 2333.875000 1691181651.7990
MEM 2333.875000 1691181651.9006
MEM 2333.875000 1691181652.0043
MEM 2333.875000 1691181652.1084
MEM 2333.875000 1691181652.2120
MEM 2333.875000 1691181652.3178
MEM 2333.875000 1691181652.4209
MEM 2333.875000 1691181652.5259
MEM 2333.875000 1691181652.6312
MEM 2333.875000 1691181652.7352
MEM 2333.875000 1691181652.8404
MEM 2333.875000 1691181652.9458
MEM 2333.875000 1691181653.0510
MEM 2333.875000 1691181653.1561
MEM 2333.875000 1691181653.2609
MEM 2333.875000 1691181653.3662
MEM 2333.875000 1691181653.4709
MEM 2333.875000 1691181653.5751
MEM 2333.875000 1691181653.6793
MEM 2333.875000 1691181653.7858
MEM 2333.875000 1691181653.8897
MEM 2333.875000 1691181653.9917
MEM 2333.875000 1691181654.0971
MEM 2333.875000 1691181654.2014
MEM 2333.875000 1691181654.3066
MEM 2333.875000 1691181654.4119
MEM 2333.875000 1691181654.5173
MEM 2333.875000 1691181654.6218
MEM 2333.875000 1691181654.7255
MEM 2333.875000 1691181654.8309
MEM 2333.875000 1691181654.9360
MEM 2333.875000 1691181655.0395
MEM 2333.875000 1691181655.1402
MEM 2333.875000 1691181655.2421
MEM 2333.875000 1691181655.3434
MEM 2333.875000 1691181655.4486
MEM 2333.875000 1691181655.5539
MEM 2333.875000 1691181655.6599
MEM 2333.875000 1691181655.7610
MEM 2333.875000 1691181655.8656
MEM 2333.875000 1691181655.9709
MEM 2333.875000 1691181656.0723
MEM 2333.875000 1691181656.1777
MEM 2333.875000 1691181656.2824
MEM 2333.875000 1691181656.3876
MEM 2333.875000 1691181656.4906
MEM 2333.875000 1691181656.5914
MEM 2333.875000 1691181656.6941
MEM 2333.875000 1691181656.7947
MEM 2333.875000 1691181656.8998
MEM 2333.875000 1691181657.0050
MEM 2333.875000 1691181657.1110
MEM 2333.875000 1691181657.2114
MEM 2333.875000 1691181657.3142
MEM 2333.875000 1691181657.4194
MEM 2333.875000 1691181657.5219
MEM 2333.875000 1691181657.6269
MEM 2333.875000 1691181657.7322
MEM 2333.875000 1691181657.8374
MEM 2333.875000 1691181657.9427
MEM 2333.875000 1691181658.0458
MEM 2333.875000 1691181658.1510
MEM 2333.875000 1691181658.2533
MEM 2333.875000 1691181658.3584
MEM 2333.875000 1691181658.4613
MEM 2333.875000 1691181658.5662
MEM 2333.875000 1691181658.6715
MEM 2333.875000 1691181658.7754
MEM 2333.875000 1691181658.8807
MEM 2333.875000 1691181658.9835
MEM 2333.875000 1691181659.0848
MEM 2333.875000 1691181659.1884
MEM 2333.875000 1691181659.2908
MEM 2333.875000 1691181659.3960
MEM 2333.875000 1691181659.5013
MEM 2333.875000 1691181659.6065
MEM 2333.875000 1691181659.7087
MEM 2333.875000 1691181659.8140
MEM 2333.875000 1691181659.9171
MEM 2333.875000 1691181660.0203
MEM 2333.875000 1691181660.1255
MEM 2333.875000 1691181660.2278
MEM 2333.875000 1691181660.3330
MEM 2333.875000 1691181660.4363
MEM 2333.875000 1691181660.5374
MEM 2333.875000 1691181660.6388
MEM 2333.875000 1691181660.7437
MEM 2333.875000 1691181660.8466
MEM 2333.875000 1691181660.9513
MEM 2333.875000 1691181661.0522
MEM 2333.875000 1691181661.1575
MEM 2333.875000 1691181661.2602
MEM 2333.875000 1691181661.3609
MEM 2333.875000 1691181661.4653
MEM 2333.875000 1691181661.5698
MEM 2333.875000 1691181661.6751
MEM 2333.875000 1691181661.7792
MEM 2333.875000 1691181661.8824
MEM 2333.875000 1691181661.9877
MEM 2333.875000 1691181662.0919
MEM 2333.875000 1691181662.1958
MEM 2333.875000 1691181662.2974
MEM 2333.875000 1691181662.4005
MEM 2333.875000 1691181662.5047
MEM 2333.875000 1691181662.6066
MEM 2333.875000 1691181662.7106
MEM 2333.875000 1691181662.8121
MEM 2333.875000 1691181662.9174
MEM 2333.875000 1691181663.0230
MEM 2333.875000 1691181663.1283
MEM 2333.875000 1691181663.2319
MEM 2333.875000 1691181663.3354
MEM 2333.875000 1691181663.4388
MEM 2333.875000 1691181663.5435
MEM 2333.875000 1691181663.6450
MEM 2333.875000 1691181663.7476
MEM 2333.875000 1691181663.8520
MEM 2333.875000 1691181663.9665
MEM 2333.875000 1691181664.0683
MEM 2333.875000 1691181664.1708
MEM 2333.875000 1691181664.2714
MEM 2333.875000 1691181664.3767
MEM 2333.875000 1691181664.4820
MEM 2333.875000 1691181664.5869
MEM 2333.875000 1691181664.6892
MEM 2333.875000 1691181664.7911
MEM 2333.875000 1691181664.8959
MEM 2333.875000 1691181664.9996
MEM 2333.875000 1691181665.1095
MEM 2333.875000 1691181665.2147
MEM 2333.875000 1691181665.3171
MEM 2333.875000 1691181665.4215
MEM 2333.875000 1691181665.5238
MEM 2333.875000 1691181665.6274
MEM 2333.875000 1691181665.7327
MEM 2333.875000 1691181665.8380
MEM 2333.875000 1691181665.9424
MEM 2333.875000 1691181666.0459
MEM 2333.875000 1691181666.1522
MEM 2333.875000 1691181666.2545
MEM 2333.875000 1691181666.3598
MEM 2333.875000 1691181666.4601
MEM 2333.875000 1691181666.5653
MEM 2333.875000 1691181666.6674
MEM 2333.875000 1691181666.7712
MEM 2333.875000 1691181666.8763
MEM 2333.875000 1691181666.9802
MEM 2333.875000 1691181667.0820
MEM 2333.875000 1691181667.1868
MEM 2333.875000 1691181667.2909
MEM 2333.875000 1691181667.3962
MEM 2333.875000 1691181667.4995
MEM 2333.875000 1691181667.6046
MEM 2333.875000 1691181667.7083
MEM 2333.875000 1691181667.8125
MEM 2333.875000 1691181667.9152
MEM 2333.875000 1691181668.0187
MEM 2333.875000 1691181668.1240
MEM 2333.875000 1691181668.2281
MEM 2333.875000 1691181668.3334
MEM 2333.875000 1691181668.4346
MEM 2333.875000 1691181668.5380
MEM 2333.875000 1691181668.6419
MEM 2333.875000 1691181668.7472
MEM 2333.875000 1691181668.8525
MEM 2333.875000 1691181668.9578
MEM 2333.875000 1691181669.0624
MEM 2333.875000 1691181669.1630
MEM 2333.875000 1691181669.2668
MEM 2333.875000 1691181669.3699
MEM 2333.875000 1691181669.4750
MEM 2333.875000 1691181669.5785
MEM 2333.875000 1691181669.6837
MEM 2333.875000 1691181669.7854
MEM 2333.875000 1691181669.8907
MEM 2333.875000 1691181669.9950
MEM 2333.875000 1691181670.0995
MEM 2333.875000 1691181670.2042
MEM 2333.875000 1691181670.3084
MEM 2333.875000 1691181670.4102
MEM 2333.875000 1691181670.5155
MEM 2333.875000 1691181670.6188
MEM 2333.875000 1691181670.7242
MEM 2333.875000 1691181670.8289
MEM 2333.875000 1691181670.9310
MEM 2333.875000 1691181671.0356
MEM 2333.875000 1691181671.1379
MEM 2333.875000 1691181671.2425
MEM 2333.875000 1691181671.3464
MEM 2333.875000 1691181671.4510
MEM 2333.875000 1691181671.5561
MEM 2333.875000 1691181671.6584
MEM 2333.875000 1691181671.7627
