CMDLINE python try_STARS_prefetched.py
MEM 2066.328125 1695338584.4379
MEM 2066.328125 1695338584.5431
MEM 2066.328125 1695338584.6467
MEM 2066.328125 1695338584.7521
MEM 2066.328125 1695338584.8554
MEM 2066.328125 1695338584.9606
MEM 2066.328125 1695338585.0648
MEM 2066.328125 1695338585.1701
MEM 2066.328125 1695338585.2722
MEM 2066.328125 1695338585.3739
MEM 2066.328125 1695338585.4791
MEM 2066.328125 1695338585.5835
MEM 2066.328125 1695338585.6882
MEM 2066.328125 1695338585.7935
MEM 2066.328125 1695338585.8967
MEM 2066.328125 1695338586.0037
MEM 2066.328125 1695338586.1089
MEM 2066.328125 1695338586.2141
MEM 2066.328125 1695338586.3193
MEM 2066.328125 1695338586.4245
MEM 2066.328125 1695338586.5297
MEM 2066.328125 1695338586.6349
MEM 2066.328125 1695338586.7400
MEM 2066.328125 1695338586.8453
MEM 2066.328125 1695338586.9505
MEM 2066.328125 1695338587.0511
MEM 2066.328125 1695338587.1561
MEM 2066.328125 1695338587.2564
MEM 2066.328125 1695338587.3616
MEM 2066.328125 1695338587.4668
MEM 2066.328125 1695338587.5716
MEM 2066.328125 1695338587.6765
MEM 2066.328125 1695338587.7818
MEM 2066.328125 1695338587.8870
MEM 2066.328125 1695338587.9922
MEM 2066.328125 1695338588.0969
MEM 2066.328125 1695338588.2022
MEM 2066.328125 1695338588.3078
MEM 2066.328125 1695338588.4145
MEM 2066.328125 1695338588.5178
MEM 2066.328125 1695338588.6226
MEM 2066.328125 1695338588.7229
MEM 2066.328125 1695338588.8282
MEM 2066.328125 1695338588.9320
MEM 2066.328125 1695338589.0340
MEM 2066.328125 1695338589.1392
MEM 2066.328125 1695338589.2405
MEM 2066.328125 1695338589.3457
MEM 2066.328125 1695338589.4480
MEM 2066.328125 1695338589.5520
MEM 2066.328125 1695338589.6573
MEM 2066.328125 1695338589.7646
MEM 2066.328125 1695338589.8677
MEM 2066.328125 1695338589.9729
MEM 2066.328125 1695338590.0760
MEM 2066.328125 1695338590.1794
MEM 2066.328125 1695338590.2837
MEM 2066.328125 1695338590.3889
MEM 2066.328125 1695338590.4908
MEM 2066.328125 1695338590.5918
MEM 2066.328125 1695338590.6968
MEM 2066.328125 1695338590.8019
MEM 2066.328125 1695338590.9031
MEM 2066.328125 1695338591.0054
MEM 2066.328125 1695338591.1106
MEM 2066.328125 1695338591.2158
MEM 2066.328125 1695338591.3210
MEM 2066.328125 1695338591.4238
MEM 2066.328125 1695338591.5257
MEM 2066.328125 1695338591.6272
MEM 2066.328125 1695338591.7317
MEM 2066.328125 1695338591.8329
MEM 2066.328125 1695338591.9383
MEM 2066.328125 1695338592.0436
MEM 2066.328125 1695338592.1461
MEM 2066.328125 1695338592.2490
MEM 2066.328125 1695338592.3519
MEM 2066.328125 1695338592.4587
MEM 2066.328125 1695338592.5620
MEM 2066.328125 1695338592.6672
MEM 2066.328125 1695338592.7677
MEM 2066.328125 1695338592.8727
MEM 2066.328125 1695338592.9731
MEM 2066.328125 1695338593.0759
MEM 2066.328125 1695338593.1779
MEM 2066.328125 1695338593.2830
MEM 2066.328125 1695338593.3873
MEM 2066.328125 1695338593.4919
MEM 2066.328125 1695338593.5971
MEM 2066.328125 1695338593.7024
MEM 2066.328125 1695338593.8083
MEM 2066.328125 1695338593.9118
MEM 2066.328125 1695338594.0186
MEM 2066.328125 1695338594.1221
MEM 2066.328125 1695338594.2275
MEM 2066.328125 1695338594.3327
MEM 2066.328125 1695338594.4379
MEM 2066.328125 1695338594.5435
MEM 2066.328125 1695338594.6482
MEM 2066.328125 1695338594.7535
MEM 2066.328125 1695338594.8568
MEM 2066.328125 1695338594.9619
MEM 2066.328125 1695338595.0658
MEM 2066.328125 1695338595.1672
MEM 2066.328125 1695338595.2724
MEM 2066.328125 1695338595.3764
MEM 2066.328125 1695338595.4816
MEM 2066.328125 1695338595.5837
MEM 2066.328125 1695338595.6871
MEM 2066.328125 1695338595.7922
MEM 2066.328125 1695338595.8974
MEM 2066.328125 1695338595.9985
MEM 2066.328125 1695338596.1039
MEM 2066.328125 1695338596.2091
MEM 2066.328125 1695338596.3139
MEM 2066.328125 1695338596.4191
MEM 2066.328125 1695338596.5243
MEM 2066.328125 1695338596.6294
MEM 2066.328125 1695338596.7329
MEM 2066.328125 1695338596.8337
MEM 2066.328125 1695338596.9388
MEM 2066.328125 1695338597.0441
MEM 2066.328125 1695338597.1480
MEM 2066.328125 1695338597.2532
MEM 2066.328125 1695338597.3542
MEM 2066.328125 1695338597.4594
MEM 2066.328125 1695338597.5646
MEM 2066.328125 1695338597.6698
MEM 2066.328125 1695338597.7750
MEM 2066.328125 1695338597.8801
MEM 2066.328125 1695338597.9846
MEM 2066.328125 1695338598.0899
MEM 2066.328125 1695338598.1916
MEM 2066.328125 1695338598.2969
MEM 2066.328125 1695338598.4012
MEM 2066.328125 1695338598.5043
MEM 2066.328125 1695338598.6092
MEM 2066.328125 1695338598.7145
MEM 2066.328125 1695338598.8165
MEM 2066.328125 1695338598.9237
MEM 2066.328125 1695338599.0289
MEM 2066.328125 1695338599.1326
MEM 2066.328125 1695338599.2354
MEM 2066.328125 1695338599.3370
MEM 2066.328125 1695338599.4432
MEM 2066.328125 1695338599.5484
MEM 2066.328125 1695338599.6536
MEM 2066.328125 1695338599.7582
MEM 2066.328125 1695338599.8612
MEM 2066.328125 1695338599.9663
MEM 2066.328125 1695338600.0716
MEM 2066.328125 1695338600.1741
MEM 2066.328125 1695338600.2775
MEM 2066.328125 1695338600.3782
MEM 2066.328125 1695338600.4819
MEM 2066.328125 1695338600.5870
MEM 2066.328125 1695338600.6928
MEM 2066.328125 1695338600.7979
MEM 2066.328125 1695338600.9031
MEM 2066.328125 1695338601.0083
MEM 2066.328125 1695338601.1086
MEM 2066.328125 1695338601.2126
MEM 2066.328125 1695338601.3175
MEM 2066.328125 1695338601.4229
MEM 2066.328125 1695338601.5278
MEM 2066.328125 1695338601.6327
MEM 2066.328125 1695338601.7379
MEM 2066.328125 1695338601.8393
MEM 2066.328125 1695338601.9408
MEM 2066.328125 1695338602.0445
MEM 2066.328125 1695338602.1496
MEM 2066.328125 1695338602.2638
MEM 2066.328125 1695338602.3669
MEM 2066.328125 1695338602.4716
MEM 2066.328125 1695338602.5770
MEM 2066.328125 1695338602.6828
MEM 2066.328125 1695338602.7860
MEM 2066.328125 1695338602.8877
MEM 2066.328125 1695338602.9927
MEM 2066.328125 1695338603.0971
MEM 2066.328125 1695338603.2023
MEM 2066.328125 1695338603.3047
MEM 2066.328125 1695338603.4056
MEM 2066.328125 1695338603.5108
MEM 2066.328125 1695338603.6153
MEM 2066.328125 1695338603.7193
MEM 2066.328125 1695338603.8207
MEM 2066.328125 1695338603.9259
MEM 2066.328125 1695338604.0311
MEM 2066.328125 1695338604.1323
MEM 2066.328125 1695338604.2375
MEM 2066.328125 1695338604.3390
MEM 2066.328125 1695338604.4418
MEM 2066.328125 1695338604.5471
MEM 2066.328125 1695338604.6519
MEM 2066.328125 1695338604.7569
MEM 2066.328125 1695338604.8586
MEM 2066.328125 1695338604.9592
MEM 2066.328125 1695338605.0646
MEM 2066.328125 1695338605.1697
MEM 2066.328125 1695338605.2720
MEM 2066.328125 1695338605.3761
MEM 2066.328125 1695338605.4807
MEM 2066.328125 1695338605.5823
MEM 2066.328125 1695338605.6850
MEM 2066.328125 1695338605.7902
MEM 2066.328125 1695338605.8954
MEM 2066.328125 1695338605.9991
MEM 2066.328125 1695338606.0999
MEM 2066.328125 1695338606.2051
MEM 2066.328125 1695338606.3103
MEM 2066.328125 1695338606.4106
MEM 2066.328125 1695338606.5159
MEM 2066.328125 1695338606.6199
MEM 2066.328125 1695338606.7254
MEM 2066.328125 1695338606.8295
MEM 2066.328125 1695338606.9318
MEM 2066.328125 1695338607.0422
MEM 2066.328125 1695338607.1473
MEM 2066.328125 1695338607.2526
MEM 2066.328125 1695338607.3532
MEM 2066.328125 1695338607.4584
MEM 2066.328125 1695338607.5636
MEM 2066.328125 1695338607.6709
MEM 2066.328125 1695338607.7720
MEM 2066.328125 1695338607.8757
MEM 2066.328125 1695338607.9801
MEM 2066.328125 1695338608.0832
MEM 2066.328125 1695338608.1884
MEM 2066.328125 1695338608.2936
MEM 2066.328125 1695338608.3959
MEM 2066.328125 1695338608.4991
MEM 2066.328125 1695338608.6024
MEM 2066.328125 1695338608.7027
MEM 2066.328125 1695338608.8035
MEM 2066.328125 1695338608.9049
MEM 2066.328125 1695338609.0092
MEM 2066.328125 1695338609.1137
MEM 2066.328125 1695338609.2170
MEM 2066.328125 1695338609.3217
MEM 2066.328125 1695338609.4227
MEM 2066.328125 1695338609.5277
MEM 2066.328125 1695338609.6329
MEM 2066.328125 1695338609.7338
MEM 2066.328125 1695338609.8376
MEM 2066.328125 1695338609.9381
MEM 2066.328125 1695338610.0426
MEM 2066.328125 1695338610.1468
MEM 2066.328125 1695338610.2520
MEM 2066.328125 1695338610.3537
MEM 2066.328125 1695338610.4590
MEM 2066.328125 1695338610.5625
MEM 2066.328125 1695338610.6637
MEM 2066.328125 1695338610.7660
MEM 2066.328125 1695338610.8712
MEM 2066.328125 1695338610.9764
MEM 2066.328125 1695338611.0792
MEM 2066.328125 1695338611.1828
MEM 2066.328125 1695338611.2879
MEM 2066.328125 1695338611.3928
MEM 2066.328125 1695338611.4980
MEM 2066.328125 1695338611.6020
MEM 2066.328125 1695338611.7072
MEM 2066.328125 1695338611.8124
MEM 2066.328125 1695338611.9135
MEM 2066.328125 1695338612.0188
MEM 2066.328125 1695338612.1216
MEM 2066.328125 1695338612.2269
MEM 2066.328125 1695338612.3322
MEM 2066.328125 1695338612.4330
MEM 2066.328125 1695338612.5365
MEM 2066.328125 1695338612.6427
MEM 2066.328125 1695338612.7461
MEM 2066.328125 1695338612.8514
MEM 2066.328125 1695338612.9566
MEM 2066.328125 1695338613.0627
MEM 2066.328125 1695338613.1679
MEM 2066.328125 1695338613.2736
MEM 2066.328125 1695338613.3787
MEM 2066.328125 1695338613.4790
MEM 2066.328125 1695338613.5806
MEM 2066.328125 1695338613.6829
MEM 2066.328125 1695338613.7881
MEM 2066.328125 1695338613.8957
MEM 2066.328125 1695338613.9982
MEM 2066.328125 1695338614.1034
MEM 2066.328125 1695338614.2086
MEM 2066.328125 1695338614.3139
MEM 2066.328125 1695338614.4164
MEM 2066.328125 1695338614.5210
MEM 2066.328125 1695338614.6217
MEM 2066.328125 1695338614.7228
MEM 2066.328125 1695338614.8280
MEM 2066.328125 1695338614.9332
MEM 2066.328125 1695338615.0368
MEM 2066.328125 1695338615.1420
MEM 2066.328125 1695338615.2472
MEM 2066.328125 1695338615.3523
MEM 2066.328125 1695338615.4530
MEM 2066.328125 1695338615.5581
MEM 2066.328125 1695338615.6618
MEM 2066.328125 1695338615.7670
MEM 2066.328125 1695338615.8677
MEM 2066.328125 1695338615.9716
MEM 2066.328125 1695338616.0777
MEM 2066.328125 1695338616.1826
MEM 2066.328125 1695338616.2897
MEM 2066.328125 1695338616.3945
MEM 2066.328125 1695338616.4997
MEM 2066.328125 1695338616.6023
MEM 2066.328125 1695338616.7044
MEM 2066.328125 1695338616.8097
MEM 2066.328125 1695338616.9129
MEM 2066.328125 1695338617.0146
MEM 2066.328125 1695338617.1198
MEM 2066.328125 1695338617.2250
MEM 2066.328125 1695338617.3269
MEM 2066.328125 1695338617.4294
MEM 2066.328125 1695338617.5349
MEM 2066.328125 1695338617.6378
MEM 2066.328125 1695338617.7428
MEM 2066.328125 1695338617.8458
MEM 2066.328125 1695338617.9485
MEM 2066.328125 1695338618.0516
MEM 2066.328125 1695338618.1568
MEM 2066.328125 1695338618.2577
MEM 2066.328125 1695338618.3616
MEM 2066.328125 1695338618.4668
MEM 2066.328125 1695338618.5714
MEM 2066.328125 1695338618.6716
MEM 2066.328125 1695338618.7726
MEM 2066.328125 1695338618.8778
MEM 2066.328125 1695338618.9801
MEM 2066.328125 1695338619.0824
MEM 2066.328125 1695338619.1876
MEM 2066.328125 1695338619.2881
MEM 2066.328125 1695338619.3922
MEM 2066.328125 1695338619.4975
MEM 2066.328125 1695338619.6031
MEM 2066.328125 1695338619.7080
MEM 2066.328125 1695338619.8100
MEM 2066.328125 1695338619.9119
MEM 2066.328125 1695338620.0190
MEM 2066.328125 1695338620.1216
MEM 2066.328125 1695338620.2238
MEM 2066.328125 1695338620.3253
MEM 2066.328125 1695338620.4292
MEM 2066.328125 1695338620.5335
MEM 2066.328125 1695338620.6383
MEM 2066.328125 1695338620.7406
MEM 2066.328125 1695338620.8417
MEM 2066.328125 1695338620.9460
MEM 2066.328125 1695338621.0512
MEM 2066.328125 1695338621.1564
MEM 2066.328125 1695338621.2610
MEM 2066.328125 1695338621.3662
MEM 2066.328125 1695338621.4689
MEM 2066.328125 1695338621.5716
MEM 2066.328125 1695338621.6760
MEM 2066.328125 1695338621.7812
MEM 2066.328125 1695338621.8865
MEM 2066.328125 1695338621.9916
MEM 2066.328125 1695338622.0963
MEM 2066.328125 1695338622.2004
MEM 2066.328125 1695338622.3046
MEM 2066.328125 1695338622.4098
MEM 2066.328125 1695338622.5149
MEM 2066.328125 1695338622.6191
MEM 2066.328125 1695338622.7211
MEM 2066.328125 1695338622.8262
MEM 2066.328125 1695338622.9315
MEM 2066.328125 1695338623.0325
MEM 2066.328125 1695338623.1377
MEM 2066.328125 1695338623.2429
MEM 2066.328125 1695338623.3485
MEM 2066.328125 1695338623.4537
MEM 2066.328125 1695338623.5590
MEM 2066.328125 1695338623.6616
MEM 2066.328125 1695338623.7667
MEM 2066.328125 1695338623.8682
MEM 2066.328125 1695338623.9733
MEM 2066.328125 1695338624.0780
MEM 2066.328125 1695338624.1818
MEM 2066.328125 1695338624.2839
MEM 2066.328125 1695338624.3891
MEM 2066.328125 1695338624.4944
MEM 2066.328125 1695338624.5995
MEM 2066.328125 1695338624.7047
MEM 2066.328125 1695338624.8082
MEM 2066.328125 1695338624.9133
MEM 2066.328125 1695338625.0186
MEM 2066.328125 1695338625.1237
MEM 2066.328125 1695338625.2289
MEM 2066.328125 1695338625.3309
MEM 2066.328125 1695338625.4340
MEM 2066.328125 1695338625.5388
MEM 2066.328125 1695338625.6441
MEM 2066.328125 1695338625.7484
MEM 2066.328125 1695338625.8515
MEM 2066.328125 1695338625.9545
MEM 2066.328125 1695338626.0629
MEM 2066.328125 1695338626.1651
MEM 2066.328125 1695338626.2698
MEM 2066.328125 1695338626.3757
MEM 2066.328125 1695338626.4804
MEM 2066.328125 1695338626.5841
MEM 2066.328125 1695338626.6879
MEM 2066.328125 1695338626.7894
MEM 2066.328125 1695338626.8949
MEM 2066.328125 1695338626.9984
MEM 2066.328125 1695338627.1017
MEM 2066.328125 1695338627.2047
MEM 2066.328125 1695338627.3099
MEM 2066.328125 1695338627.4339
MEM 2066.328125 1695338627.5391
MEM 2066.328125 1695338627.6434
MEM 2066.328125 1695338627.7460
MEM 2066.328125 1695338627.8483
MEM 2066.328125 1695338627.9523
MEM 2066.328125 1695338628.0574
MEM 2066.328125 1695338628.1597
MEM 2066.328125 1695338628.2615
MEM 2066.328125 1695338628.3667
MEM 2066.328125 1695338628.4715
MEM 2066.328125 1695338628.5767
MEM 2066.328125 1695338628.6839
MEM 2066.328125 1695338628.7852
MEM 2066.328125 1695338628.8904
MEM 2066.328125 1695338628.9938
MEM 2066.328125 1695338629.0958
MEM 2066.328125 1695338629.1989
MEM 2066.328125 1695338629.3020
MEM 2066.328125 1695338629.4076
MEM 2066.328125 1695338629.5145
MEM 2066.328125 1695338629.6174
MEM 2066.328125 1695338629.7187
MEM 2066.328125 1695338629.8233
MEM 2066.328125 1695338629.9284
MEM 2066.328125 1695338630.0306
MEM 2066.328125 1695338630.1357
MEM 2066.328125 1695338630.2396
MEM 2066.328125 1695338630.3434
MEM 2066.328125 1695338630.4483
MEM 2066.328125 1695338630.5535
MEM 2066.328125 1695338630.6587
MEM 2066.328125 1695338630.7640
MEM 2066.328125 1695338630.8692
MEM 2066.328125 1695338630.9728
MEM 2066.328125 1695338631.0783
MEM 2066.328125 1695338631.1835
MEM 2066.328125 1695338631.2893
MEM 2066.328125 1695338631.3945
MEM 2066.328125 1695338631.4976
MEM 2066.328125 1695338631.6022
MEM 2066.328125 1695338631.7049
MEM 2066.328125 1695338631.8102
MEM 2066.328125 1695338631.9137
MEM 2066.328125 1695338632.0170
MEM 2066.328125 1695338632.1222
MEM 2066.328125 1695338632.2267
MEM 2066.328125 1695338632.3319
MEM 2066.328125 1695338632.4348
MEM 2066.328125 1695338632.5400
MEM 2066.328125 1695338632.6460
MEM 2066.328125 1695338632.7510
MEM 2066.328125 1695338632.8563
MEM 2066.328125 1695338632.9663
MEM 2066.328125 1695338633.0800
MEM 2066.328125 1695338633.1814
MEM 2066.328125 1695338633.2866
MEM 2066.328125 1695338633.3918
MEM 2066.328125 1695338633.4936
MEM 2066.328125 1695338633.5955
MEM 2066.328125 1695338633.7007
MEM 2066.328125 1695338633.8045
MEM 2066.328125 1695338633.9097
MEM 2066.328125 1695338634.0151
MEM 2066.328125 1695338634.1204
MEM 2066.328125 1695338634.2256
MEM 2066.328125 1695338634.3278
MEM 2066.328125 1695338634.4295
MEM 2066.328125 1695338634.5347
MEM 2066.328125 1695338634.6399
MEM 2066.328125 1695338634.7451
MEM 2066.328125 1695338634.8487
MEM 2066.328125 1695338634.9539
MEM 2066.328125 1695338635.0590
MEM 2066.328125 1695338635.1642
MEM 2066.328125 1695338635.2649
MEM 2066.328125 1695338635.3697
MEM 2066.328125 1695338635.4749
MEM 2066.328125 1695338635.5801
MEM 2066.328125 1695338635.6853
MEM 2066.328125 1695338635.7898
MEM 2066.328125 1695338635.8950
MEM 2066.328125 1695338635.9975
MEM 2066.328125 1695338636.1034
MEM 2066.328125 1695338636.2087
MEM 2066.328125 1695338636.3139
MEM 2066.328125 1695338636.4189
MEM 2066.328125 1695338636.5241
MEM 2066.328125 1695338636.6289
MEM 2066.328125 1695338636.7314
MEM 2066.328125 1695338636.8328
MEM 2066.328125 1695338636.9347
MEM 2066.328125 1695338637.0399
MEM 2066.328125 1695338637.1414
MEM 2066.328125 1695338637.2466
MEM 2066.328125 1695338637.3519
MEM 2066.328125 1695338637.4571
MEM 2066.328125 1695338637.5625
MEM 2066.328125 1695338637.6677
MEM 2066.328125 1695338637.7729
MEM 2066.328125 1695338637.8780
MEM 2066.328125 1695338637.9788
MEM 2066.328125 1695338638.0825
MEM 2066.328125 1695338638.1859
MEM 2066.328125 1695338638.2879
MEM 2066.328125 1695338638.3931
MEM 2066.328125 1695338638.4983
MEM 2066.328125 1695338638.6034
MEM 2066.328125 1695338638.7087
MEM 2066.328125 1695338638.8139
MEM 2066.328125 1695338638.9191
MEM 2066.328125 1695338639.0243
MEM 2066.328125 1695338639.1295
MEM 2066.328125 1695338639.2332
MEM 2066.328125 1695338639.3435
MEM 2066.328125 1695338639.4490
MEM 2066.328125 1695338639.5543
MEM 2066.328125 1695338639.6595
MEM 2066.328125 1695338639.7648
MEM 2066.328125 1695338639.8658
MEM 2066.328125 1695338639.9710
MEM 2066.328125 1695338640.0762
MEM 2066.328125 1695338640.1825
MEM 2066.328125 1695338640.2883
MEM 2066.328125 1695338640.3931
MEM 2066.328125 1695338640.4956
MEM 2066.328125 1695338640.5974
MEM 2066.328125 1695338640.7012
MEM 2066.328125 1695338640.8044
MEM 2066.328125 1695338640.9096
MEM 2066.328125 1695338641.0149
MEM 2066.328125 1695338641.1188
MEM 2066.328125 1695338641.2204
MEM 2066.328125 1695338641.3257
MEM 2066.328125 1695338641.4289
MEM 2066.328125 1695338641.5344
MEM 2066.328125 1695338641.6396
MEM 2066.328125 1695338641.7447
MEM 2066.328125 1695338641.8454
MEM 2066.328125 1695338641.9507
MEM 2066.328125 1695338642.0538
MEM 2066.328125 1695338642.1547
MEM 2066.328125 1695338642.2589
MEM 2066.328125 1695338642.3748
MEM 2066.328125 1695338642.4801
MEM 2066.328125 1695338642.5845
MEM 2066.328125 1695338642.6898
MEM 2066.328125 1695338642.7938
MEM 2066.328125 1695338642.8990
MEM 2066.328125 1695338643.0007
MEM 2066.328125 1695338643.1045
MEM 2066.328125 1695338643.2071
MEM 2066.328125 1695338643.3126
MEM 2066.328125 1695338643.4163
MEM 2066.328125 1695338643.5221
MEM 2066.328125 1695338643.6243
MEM 2066.328125 1695338643.7295
MEM 2066.328125 1695338643.8348
MEM 2066.328125 1695338643.9405
MEM 2066.328125 1695338644.0458
MEM 2066.328125 1695338644.1462
MEM 2066.328125 1695338644.2507
MEM 2066.328125 1695338644.3566
MEM 2066.328125 1695338644.4620
MEM 2066.328125 1695338644.5672
MEM 2066.328125 1695338644.6724
MEM 2066.328125 1695338644.7765
MEM 2066.328125 1695338644.8819
MEM 2066.328125 1695338644.9871
MEM 2066.328125 1695338645.0924
MEM 2066.328125 1695338645.1961
MEM 2066.328125 1695338645.3013
MEM 2066.328125 1695338645.4033
MEM 2066.328125 1695338645.5062
MEM 2066.328125 1695338645.6080
MEM 2066.328125 1695338645.7132
MEM 2066.328125 1695338645.8184
MEM 2066.328125 1695338645.9236
MEM 2066.328125 1695338646.0263
MEM 2066.328125 1695338646.1312
MEM 2066.328125 1695338646.2330
MEM 2066.328125 1695338646.3382
MEM 2066.328125 1695338646.4423
MEM 2066.328125 1695338646.5475
MEM 2066.328125 1695338646.6498
MEM 2066.328125 1695338646.7515
MEM 2066.328125 1695338646.8542
MEM 2066.328125 1695338646.9594
MEM 2066.328125 1695338647.0633
MEM 2066.328125 1695338647.1649
MEM 2066.328125 1695338647.2721
MEM 2066.328125 1695338647.3730
MEM 2066.328125 1695338647.4782
MEM 2066.328125 1695338647.5844
MEM 2066.328125 1695338647.6846
MEM 2066.328125 1695338647.7897
MEM 2066.328125 1695338647.8949
MEM 2066.328125 1695338647.9964
MEM 2066.328125 1695338648.1009
MEM 2066.328125 1695338648.2067
MEM 2066.328125 1695338648.3135
MEM 2066.328125 1695338648.4161
MEM 2066.328125 1695338648.5208
MEM 2066.328125 1695338648.6260
MEM 2066.328125 1695338648.7312
MEM 2066.328125 1695338648.8325
MEM 2066.328125 1695338648.9377
MEM 2066.328125 1695338649.0429
MEM 2066.328125 1695338649.1469
MEM 2066.328125 1695338649.2523
MEM 2066.328125 1695338649.3563
MEM 2066.328125 1695338649.4615
MEM 2066.328125 1695338649.5635
MEM 2066.328125 1695338649.6687
MEM 2066.328125 1695338649.7739
MEM 2066.328125 1695338649.8780
MEM 2066.328125 1695338649.9823
MEM 2066.328125 1695338650.0827
MEM 2066.328125 1695338650.1879
MEM 2066.328125 1695338650.2931
MEM 2066.328125 1695338650.3979
MEM 2066.328125 1695338650.5014
MEM 2066.328125 1695338650.6041
MEM 2066.328125 1695338650.7045
MEM 2066.328125 1695338650.8097
MEM 2066.328125 1695338650.9112
MEM 2066.328125 1695338651.0148
MEM 2066.328125 1695338651.1204
MEM 2066.328125 1695338651.2229
MEM 2066.328125 1695338651.3281
MEM 2066.328125 1695338651.4334
MEM 2066.328125 1695338651.5367
MEM 2066.328125 1695338651.6419
MEM 2066.328125 1695338651.7470
MEM 2066.328125 1695338651.8523
MEM 2066.328125 1695338651.9576
MEM 2066.328125 1695338652.0615
MEM 2066.328125 1695338652.1619
MEM 2066.328125 1695338652.2672
MEM 2066.328125 1695338652.3725
MEM 2066.328125 1695338652.4763
MEM 2066.328125 1695338652.5821
MEM 2066.328125 1695338652.6839
MEM 2066.328125 1695338652.7898
MEM 2066.328125 1695338652.8968
MEM 2066.328125 1695338653.0011
MEM 2066.328125 1695338653.1070
MEM 2066.328125 1695338653.2122
MEM 2066.328125 1695338653.3175
MEM 2066.328125 1695338653.4227
MEM 2066.328125 1695338653.5243
MEM 2066.328125 1695338653.6295
MEM 2066.328125 1695338653.7320
MEM 2066.328125 1695338653.8326
MEM 2066.328125 1695338653.9366
MEM 2066.328125 1695338654.0413
MEM 2066.328125 1695338654.1465
MEM 2066.328125 1695338654.2487
MEM 2066.328125 1695338654.3543
MEM 2066.328125 1695338654.4572
MEM 2066.328125 1695338654.5624
MEM 2066.328125 1695338654.6678
MEM 2066.328125 1695338654.7738
MEM 2066.328125 1695338654.8792
MEM 2066.328125 1695338654.9819
MEM 2066.328125 1695338655.0858
MEM 2066.328125 1695338655.1867
MEM 2066.328125 1695338655.2911
MEM 2066.328125 1695338655.3957
MEM 2066.328125 1695338655.5009
MEM 2066.328125 1695338655.6033
MEM 2066.328125 1695338655.7085
MEM 2066.328125 1695338655.8136
MEM 2066.328125 1695338655.9177
MEM 2066.328125 1695338656.0229
MEM 2066.328125 1695338656.1263
MEM 2066.328125 1695338656.2303
MEM 2066.328125 1695338656.3329
MEM 2066.328125 1695338656.4370
MEM 2066.328125 1695338656.5422
MEM 2066.328125 1695338656.6464
MEM 2066.328125 1695338656.7517
MEM 2066.328125 1695338656.8567
MEM 2066.328125 1695338656.9586
MEM 2066.328125 1695338657.0617
MEM 2066.328125 1695338657.1674
MEM 2066.328125 1695338657.2726
MEM 2066.328125 1695338657.3740
MEM 2066.328125 1695338657.4785
MEM 2066.328125 1695338657.5839
MEM 2066.328125 1695338657.6870
MEM 2066.328125 1695338657.7923
MEM 2066.328125 1695338657.8974
MEM 2066.328125 1695338657.9991
MEM 2066.328125 1695338658.1044
MEM 2066.328125 1695338658.2096
MEM 2066.328125 1695338658.3148
MEM 2066.328125 1695338658.4200
MEM 2066.328125 1695338658.5253
MEM 2066.328125 1695338658.6287
MEM 2066.328125 1695338658.7329
MEM 2066.328125 1695338658.8380
MEM 2066.328125 1695338658.9402
MEM 2066.328125 1695338659.0453
MEM 2066.328125 1695338659.1494
MEM 2066.328125 1695338659.2533
MEM 2066.328125 1695338659.3578
MEM 2066.328125 1695338659.4631
MEM 2066.328125 1695338659.5677
MEM 2066.328125 1695338659.6703
MEM 2066.328125 1695338659.7763
MEM 2066.328125 1695338659.8810
MEM 2066.328125 1695338659.9829
MEM 2066.328125 1695338660.0870
MEM 2066.328125 1695338660.1923
MEM 2066.328125 1695338660.2959
MEM 2066.328125 1695338660.4012
MEM 2066.328125 1695338660.5040
MEM 2066.328125 1695338660.6067
MEM 2066.328125 1695338660.7119
MEM 2066.328125 1695338660.8164
MEM 2066.328125 1695338660.9219
MEM 2066.328125 1695338661.0270
MEM 2066.328125 1695338661.1324
MEM 2066.328125 1695338661.2372
MEM 2066.328125 1695338661.3424
MEM 2066.328125 1695338661.4476
MEM 2066.328125 1695338661.5499
MEM 2066.328125 1695338661.6511
MEM 2066.328125 1695338661.7532
MEM 2066.328125 1695338661.8578
MEM 2066.328125 1695338661.9630
MEM 2066.328125 1695338662.0644
MEM 2066.328125 1695338662.1696
MEM 2066.328125 1695338662.2712
MEM 2066.328125 1695338662.3763
MEM 2066.328125 1695338662.4816
MEM 2066.328125 1695338662.5864
MEM 2066.328125 1695338662.6919
MEM 2066.328125 1695338662.7971
MEM 2066.328125 1695338662.9023
MEM 2066.328125 1695338663.0075
MEM 2066.328125 1695338663.1129
MEM 2066.328125 1695338663.2181
MEM 2066.328125 1695338663.3189
MEM 2066.328125 1695338663.4234
MEM 2066.328125 1695338663.5287
MEM 2066.328125 1695338663.6336
MEM 2066.328125 1695338663.7388
MEM 2066.328125 1695338663.8440
MEM 2066.328125 1695338663.9493
MEM 2066.328125 1695338664.0540
MEM 2066.328125 1695338664.1551
MEM 2066.328125 1695338664.2603
MEM 2066.328125 1695338664.3655
MEM 2066.328125 1695338664.4677
MEM 2066.328125 1695338664.5711
MEM 2066.328125 1695338664.6736
MEM 2066.328125 1695338664.7765
MEM 2066.328125 1695338664.8817
MEM 2066.328125 1695338664.9828
MEM 2066.328125 1695338665.0835
MEM 2066.328125 1695338665.1884
