CMDLINE python try_downloader.py
MEM 465.687500 1695333500.4634
MEM 465.687500 1695333500.5732
MEM 465.687500 1695333500.6835
MEM 465.687500 1695333500.7864
MEM 465.687500 1695333500.8965
MEM 465.687500 1695333501.0076
MEM 465.687500 1695333501.1175
MEM 465.687500 1695333501.2279
MEM 465.687500 1695333501.3364
MEM 465.687500 1695333501.4464
MEM 465.687500 1695333501.5556
MEM 465.687500 1695333501.6563
MEM 465.687500 1695333501.7642
MEM 465.687500 1695333501.8701
MEM 465.687500 1695333501.9788
MEM 465.687500 1695333502.0865
MEM 465.687500 1695333502.1961
MEM 465.687500 1695333502.3012
MEM 465.687500 1695333502.4042
MEM 465.687500 1695333502.5162
MEM 465.687500 1695333502.6236
MEM 465.687500 1695333502.7332
MEM 465.687500 1695333502.8438
MEM 465.687500 1695333502.9522
MEM 465.687500 1695333503.0626
MEM 465.687500 1695333503.1688
MEM 465.687500 1695333503.2777
MEM 465.687500 1695333503.3864
MEM 465.687500 1695333503.4942
MEM 465.687500 1695333503.6014
MEM 465.687500 1695333503.7101
MEM 465.687500 1695333503.8202
MEM 465.687500 1695333503.9306
MEM 465.687500 1695333504.0394
MEM 465.687500 1695333504.1464
MEM 465.687500 1695333504.2501
MEM 465.687500 1695333504.3617
MEM 465.687500 1695333504.4700
MEM 465.687500 1695333504.5803
MEM 465.687500 1695333504.6902
MEM 465.687500 1695333504.7998
MEM 465.687500 1695333504.9019
MEM 465.687500 1695333505.0139
MEM 465.687500 1695333505.1198
MEM 465.687500 1695333505.2295
MEM 465.687500 1695333505.3364
MEM 465.687500 1695333505.4432
MEM 465.687500 1695333505.5506
MEM 465.687500 1695333505.6594
MEM 465.687500 1695333505.7700
MEM 465.687500 1695333505.8801
MEM 465.687500 1695333505.9900
MEM 465.687500 1695333506.0964
MEM 465.687500 1695333506.2062
MEM 465.687500 1695333506.3163
MEM 465.687500 1695333506.4259
MEM 465.687500 1695333506.5359
MEM 465.687500 1695333506.6427
MEM 465.687500 1695333506.7493
MEM 465.687500 1695333506.8501
MEM 465.687500 1695333506.9598
MEM 465.687500 1695333507.0701
MEM 465.687500 1695333507.1793
MEM 465.687500 1695333507.2859
MEM 465.687500 1695333507.3888
MEM 465.687500 1695333507.4983
MEM 465.687500 1695333507.6083
MEM 465.687500 1695333507.7158
MEM 465.687500 1695333507.8261
MEM 465.687500 1695333507.9357
MEM 465.687500 1695333508.0381
MEM 465.687500 1695333508.1488
MEM 465.687500 1695333508.2564
MEM 465.687500 1695333508.3601
MEM 465.687500 1695333508.4701
MEM 465.687500 1695333508.5801
MEM 465.687500 1695333508.6863
MEM 465.687500 1695333508.7957
MEM 465.687500 1695333508.8987
MEM 465.687500 1695333509.0087
MEM 465.687500 1695333509.1102
MEM 465.687500 1695333509.2194
MEM 465.687500 1695333509.3294
MEM 465.687500 1695333509.4393
MEM 465.687500 1695333509.5499
MEM 465.687500 1695333509.6613
MEM 465.687500 1695333509.7703
MEM 465.687500 1695333509.8733
MEM 465.687500 1695333509.9841
MEM 465.687500 1695333510.0964
MEM 465.687500 1695333510.2066
MEM 465.687500 1695333510.3108
MEM 465.687500 1695333510.4200
MEM 465.687500 1695333510.5252
MEM 465.687500 1695333510.6354
MEM 465.687500 1695333510.7485
MEM 465.687500 1695333510.8589
MEM 465.687500 1695333510.9701
MEM 465.687500 1695333511.0800
MEM 465.687500 1695333511.1855
MEM 465.687500 1695333511.2958
MEM 465.687500 1695333511.4000
MEM 465.687500 1695333511.5093
MEM 465.687500 1695333511.6180
MEM 465.687500 1695333511.7249
MEM 465.687500 1695333511.8351
MEM 465.687500 1695333511.9379
MEM 465.687500 1695333512.0456
MEM 465.687500 1695333512.1528
MEM 465.687500 1695333512.2592
MEM 465.687500 1695333512.3698
MEM 465.687500 1695333512.4722
MEM 465.687500 1695333512.5792
MEM 465.687500 1695333512.6862
MEM 465.687500 1695333512.7962
MEM 465.687500 1695333512.9002
MEM 465.687500 1695333513.0124
MEM 465.687500 1695333513.1211
MEM 465.687500 1695333513.2293
MEM 465.687500 1695333513.3355
MEM 465.687500 1695333513.4422
MEM 465.687500 1695333513.5493
MEM 465.687500 1695333513.6612
MEM 465.687500 1695333513.7693
MEM 465.687500 1695333513.8791
MEM 465.687500 1695333513.9893
MEM 465.687500 1695333514.0903
MEM 465.687500 1695333514.1910
MEM 465.687500 1695333514.3011
MEM 465.687500 1695333514.4045
MEM 465.687500 1695333514.5093
MEM 465.687500 1695333514.6172
MEM 465.687500 1695333514.7262
MEM 465.687500 1695333514.8301
MEM 465.687500 1695333514.9363
MEM 465.687500 1695333515.0466
MEM 465.687500 1695333515.1562
MEM 465.687500 1695333515.2592
MEM 465.687500 1695333515.3693
MEM 465.687500 1695333515.4789
MEM 465.687500 1695333515.5864
MEM 465.687500 1695333515.6962
MEM 465.687500 1695333515.8029
MEM 465.687500 1695333515.9111
MEM 465.687500 1695333516.0177
MEM 465.687500 1695333516.1265
MEM 465.687500 1695333516.2368
MEM 465.687500 1695333516.3474
MEM 465.687500 1695333516.4532
MEM 465.687500 1695333516.5635
MEM 465.687500 1695333516.6677
MEM 465.687500 1695333516.7729
MEM 465.687500 1695333516.8801
MEM 465.687500 1695333516.9924
MEM 465.687500 1695333517.0944
MEM 465.687500 1695333517.2058
MEM 465.687500 1695333517.3115
MEM 465.687500 1695333517.4190
MEM 465.687500 1695333517.5196
MEM 465.687500 1695333517.6225
MEM 465.687500 1695333517.7307
MEM 465.687500 1695333517.8343
MEM 465.687500 1695333517.9422
MEM 465.687500 1695333518.0509
MEM 465.687500 1695333518.1590
MEM 465.687500 1695333518.2630
MEM 465.687500 1695333518.3706
MEM 465.687500 1695333518.4802
MEM 465.687500 1695333518.5899
MEM 465.687500 1695333518.7000
MEM 465.687500 1695333518.8083
MEM 465.687500 1695333518.9186
MEM 465.687500 1695333519.0192
MEM 465.687500 1695333519.1299
MEM 465.687500 1695333519.2402
MEM 465.687500 1695333519.3431
MEM 465.687500 1695333519.4491
MEM 465.687500 1695333519.5599
MEM 465.687500 1695333519.6662
MEM 465.687500 1695333519.7761
MEM 465.687500 1695333519.8844
MEM 465.687500 1695333519.9899
MEM 465.687500 1695333520.0992
MEM 465.687500 1695333520.2050
MEM 465.687500 1695333520.3167
MEM 465.687500 1695333520.4276
MEM 465.687500 1695333520.5370
MEM 465.687500 1695333520.6480
MEM 465.687500 1695333520.7551
MEM 465.687500 1695333520.8646
MEM 465.687500 1695333520.9717
MEM 465.687500 1695333521.0729
MEM 465.687500 1695333521.1863
MEM 465.687500 1695333521.2893
MEM 465.687500 1695333521.3999
MEM 465.687500 1695333521.5095
MEM 465.687500 1695333521.6145
MEM 465.687500 1695333521.7180
MEM 465.687500 1695333521.8290
MEM 465.687500 1695333521.9398
MEM 465.687500 1695333522.0500
MEM 465.687500 1695333522.1609
MEM 465.687500 1695333522.2675
MEM 465.687500 1695333522.3769
MEM 465.687500 1695333522.4912
MEM 465.687500 1695333522.6016
MEM 465.687500 1695333522.7057
MEM 465.687500 1695333522.8086
MEM 465.687500 1695333522.9246
MEM 465.687500 1695333523.0257
MEM 465.687500 1695333523.1326
MEM 465.687500 1695333523.2437
MEM 465.687500 1695333523.3455
MEM 465.687500 1695333523.4515
MEM 465.687500 1695333523.5598
MEM 465.687500 1695333523.6723
MEM 465.687500 1695333523.7841
MEM 465.687500 1695333523.8898
MEM 465.687500 1695333523.9931
MEM 465.687500 1695333524.1049
MEM 465.687500 1695333524.2135
MEM 465.687500 1695333524.3194
MEM 465.687500 1695333524.4269
MEM 465.687500 1695333524.5361
MEM 465.687500 1695333524.6485
MEM 465.687500 1695333524.7580
MEM 465.687500 1695333524.8641
MEM 465.687500 1695333524.9712
MEM 465.687500 1695333525.0798
MEM 465.687500 1695333525.1870
MEM 465.687500 1695333525.2912
MEM 465.687500 1695333525.3997
MEM 465.687500 1695333525.5134
MEM 465.687500 1695333525.6237
MEM 465.687500 1695333525.7322
MEM 465.687500 1695333525.8372
MEM 465.687500 1695333525.9475
MEM 465.687500 1695333526.0553
MEM 465.687500 1695333526.1625
MEM 465.687500 1695333526.2648
MEM 465.687500 1695333526.3696
MEM 465.687500 1695333526.4767
MEM 465.687500 1695333526.5860
MEM 465.687500 1695333526.6962
MEM 465.687500 1695333526.8011
MEM 465.687500 1695333526.9100
MEM 465.687500 1695333527.0201
MEM 465.687500 1695333527.1302
MEM 465.687500 1695333527.2364
MEM 465.687500 1695333527.3427
MEM 465.687500 1695333527.4507
MEM 465.687500 1695333527.5608
MEM 465.687500 1695333527.6701
MEM 465.687500 1695333527.7718
MEM 465.687500 1695333527.8804
MEM 465.687500 1695333527.9916
MEM 465.687500 1695333528.1011
MEM 465.687500 1695333528.2017
MEM 465.687500 1695333528.3089
MEM 465.687500 1695333528.4150
MEM 465.687500 1695333528.5228
MEM 465.687500 1695333528.6291
MEM 465.687500 1695333528.7363
MEM 465.687500 1695333528.8447
MEM 465.687500 1695333528.9515
MEM 465.687500 1695333529.0617
MEM 465.703125 1695333529.1620
MEM 465.703125 1695333529.2721
MEM 465.703125 1695333529.3824
MEM 465.703125 1695333529.4891
MEM 465.703125 1695333529.5960
MEM 465.703125 1695333529.6966
MEM 465.703125 1695333529.7998
MEM 465.703125 1695333529.9081
MEM 465.703125 1695333530.0130
MEM 465.703125 1695333530.1213
MEM 465.703125 1695333530.2320
MEM 465.718750 1695333530.3389
MEM 465.718750 1695333530.4491
MEM 465.718750 1695333530.5618
MEM 465.718750 1695333530.6709
MEM 465.718750 1695333530.7812
MEM 465.718750 1695333530.8874
MEM 465.718750 1695333530.9895
MEM 465.718750 1695333531.0961
MEM 465.718750 1695333531.2000
MEM 465.718750 1695333531.3097
MEM 465.718750 1695333531.4197
MEM 465.718750 1695333531.5297
MEM 465.718750 1695333531.6397
MEM 465.718750 1695333531.7500
MEM 465.718750 1695333531.8590
MEM 465.718750 1695333531.9698
MEM 465.718750 1695333532.0741
MEM 465.734375 1695333532.1811
MEM 465.734375 1695333532.2883
MEM 465.734375 1695333532.3963
MEM 465.734375 1695333532.4975
MEM 465.734375 1695333532.5997
MEM 465.734375 1695333532.7097
MEM 465.734375 1695333532.8197
MEM 465.734375 1695333532.9305
MEM 465.734375 1695333533.0397
MEM 465.734375 1695333533.1499
MEM 465.734375 1695333533.2544
MEM 465.734375 1695333533.3599
MEM 465.734375 1695333533.4610
MEM 465.734375 1695333533.5659
MEM 465.734375 1695333533.6746
MEM 465.734375 1695333533.7828
MEM 465.734375 1695333533.8897
MEM 465.734375 1695333533.9971
MEM 465.734375 1695333534.1057
MEM 465.734375 1695333534.2144
MEM 465.734375 1695333534.3175
MEM 465.734375 1695333534.4221
MEM 465.734375 1695333534.5310
MEM 465.734375 1695333534.6329
MEM 465.734375 1695333534.7426
MEM 465.734375 1695333534.8529
MEM 465.734375 1695333534.9631
MEM 465.734375 1695333535.0713
MEM 465.734375 1695333535.1760
MEM 465.734375 1695333535.2931
MEM 465.734375 1695333535.4035
MEM 465.734375 1695333535.5082
MEM 465.734375 1695333535.6186
MEM 465.734375 1695333535.7242
MEM 465.734375 1695333535.8260
MEM 465.734375 1695333535.9305
MEM 465.734375 1695333536.0367
MEM 465.734375 1695333536.1471
MEM 465.734375 1695333536.2576
MEM 465.734375 1695333536.3671
MEM 465.734375 1695333536.4774
MEM 465.734375 1695333536.5875
MEM 465.734375 1695333536.6949
MEM 465.734375 1695333536.7971
MEM 465.734375 1695333536.8979
MEM 465.734375 1695333537.0096
MEM 465.734375 1695333537.1195
MEM 465.734375 1695333537.2288
MEM 465.734375 1695333537.3397
MEM 465.734375 1695333537.4497
MEM 465.734375 1695333537.5570
MEM 465.734375 1695333537.6658
MEM 465.734375 1695333537.7707
MEM 465.734375 1695333537.8736
MEM 465.734375 1695333537.9748
MEM 465.734375 1695333538.0849
MEM 465.734375 1695333538.1908
MEM 465.734375 1695333538.2980
MEM 465.734375 1695333538.4038
MEM 465.734375 1695333538.5139
MEM 465.734375 1695333538.6171
MEM 465.734375 1695333538.7213
MEM 465.734375 1695333538.8288
MEM 465.734375 1695333538.9399
MEM 465.734375 1695333539.0488
MEM 465.734375 1695333539.1597
MEM 465.734375 1695333539.2616
MEM 465.734375 1695333539.3665
MEM 465.734375 1695333539.4794
MEM 465.734375 1695333539.5888
MEM 465.734375 1695333539.6898
MEM 465.734375 1695333539.7983
MEM 465.734375 1695333539.9097
MEM 465.734375 1695333540.0281
MEM 465.734375 1695333540.1422
MEM 465.734375 1695333540.2489
MEM 465.734375 1695333540.3588
MEM 465.734375 1695333540.4602
MEM 465.734375 1695333540.5696
MEM 465.734375 1695333540.6810
MEM 465.734375 1695333540.7929
MEM 465.734375 1695333540.9068
MEM 465.734375 1695333541.0109
MEM 465.734375 1695333541.1231
MEM 465.734375 1695333541.2250
MEM 465.734375 1695333541.3363
MEM 465.734375 1695333541.4455
MEM 465.734375 1695333541.5558
MEM 465.734375 1695333541.6636
MEM 465.734375 1695333541.7719
MEM 465.734375 1695333541.8816
MEM 465.734375 1695333541.9895
MEM 465.734375 1695333542.0983
MEM 465.734375 1695333542.2103
MEM 465.734375 1695333542.3207
MEM 465.734375 1695333542.4281
MEM 465.734375 1695333542.5359
MEM 465.734375 1695333542.6448
MEM 465.734375 1695333542.7510
MEM 465.734375 1695333542.8626
MEM 465.734375 1695333542.9715
MEM 465.734375 1695333543.0763
MEM 465.734375 1695333543.1858
MEM 465.734375 1695333543.2949
MEM 465.734375 1695333543.3997
MEM 465.734375 1695333543.5054
MEM 465.734375 1695333543.6110
MEM 465.734375 1695333543.7200
MEM 465.734375 1695333543.8295
MEM 465.734375 1695333543.9399
MEM 465.734375 1695333544.0496
MEM 465.734375 1695333544.1593
MEM 465.734375 1695333544.2689
MEM 465.734375 1695333544.3776
MEM 465.734375 1695333544.4858
MEM 465.734375 1695333544.5955
MEM 466.500000 1695333544.7053
MEM 466.500000 1695333544.8154
MEM 466.500000 1695333544.9231
MEM 466.500000 1695333545.0263
MEM 466.625000 1695333545.1368
MEM 466.625000 1695333545.2412
MEM 466.625000 1695333545.3438
MEM 466.625000 1695333545.4455
MEM 466.625000 1695333545.5510
MEM 466.625000 1695333545.6591
MEM 466.625000 1695333545.7697
MEM 466.625000 1695333545.8779
MEM 466.625000 1695333545.9812
MEM 466.625000 1695333546.0887
MEM 466.625000 1695333546.1989
MEM 466.625000 1695333546.3078
MEM 466.625000 1695333546.4176
MEM 466.625000 1695333546.5258
MEM 466.625000 1695333546.6357
MEM 466.625000 1695333546.7395
MEM 466.625000 1695333546.8496
MEM 466.625000 1695333546.9611
MEM 466.625000 1695333547.0714
MEM 466.625000 1695333547.1796
MEM 466.625000 1695333547.2858
MEM 466.625000 1695333547.3974
MEM 466.625000 1695333547.4996
MEM 466.625000 1695333547.6103
MEM 466.625000 1695333547.7189
MEM 466.625000 1695333547.8296
MEM 466.625000 1695333547.9394
MEM 466.625000 1695333548.0491
MEM 466.625000 1695333548.1571
MEM 466.625000 1695333548.2705
MEM 466.625000 1695333548.3838
MEM 466.625000 1695333548.4911
MEM 466.625000 1695333548.6030
MEM 466.625000 1695333548.7101
MEM 466.625000 1695333548.8203
MEM 466.625000 1695333548.9257
MEM 466.625000 1695333549.0301
MEM 466.625000 1695333549.1399
MEM 466.625000 1695333549.2496
MEM 466.625000 1695333549.3594
MEM 466.625000 1695333549.4682
MEM 466.625000 1695333549.5694
MEM 466.625000 1695333549.6795
MEM 466.625000 1695333549.7895
MEM 466.625000 1695333549.9001
MEM 466.625000 1695333550.0010
MEM 466.625000 1695333550.1095
MEM 466.625000 1695333550.2190
MEM 466.625000 1695333550.3223
MEM 466.625000 1695333550.4289
MEM 466.625000 1695333550.5429
MEM 466.625000 1695333550.6531
MEM 466.625000 1695333550.7595
MEM 466.625000 1695333550.8688
MEM 466.625000 1695333550.9919
MEM 466.625000 1695333551.0988
MEM 466.625000 1695333551.2050
MEM 466.625000 1695333551.3154
MEM 466.625000 1695333551.4206
MEM 466.625000 1695333551.5282
MEM 466.625000 1695333551.6306
MEM 466.625000 1695333551.7395
MEM 466.625000 1695333551.8496
MEM 466.625000 1695333551.9599
MEM 466.625000 1695333552.0645
MEM 466.625000 1695333552.1747
MEM 466.625000 1695333552.2755
MEM 466.625000 1695333552.3857
MEM 466.625000 1695333552.4921
MEM 466.625000 1695333552.6008
MEM 466.625000 1695333552.7014
MEM 466.625000 1695333552.8094
MEM 466.625000 1695333552.9186
MEM 466.625000 1695333553.0232
MEM 466.625000 1695333553.1308
MEM 466.625000 1695333553.2394
MEM 466.625000 1695333553.3495
MEM 466.625000 1695333553.4599
MEM 466.625000 1695333553.5697
MEM 466.625000 1695333553.6729
MEM 466.625000 1695333553.7788
MEM 466.625000 1695333553.8897
MEM 466.625000 1695333553.9943
MEM 466.625000 1695333554.1043
MEM 466.625000 1695333554.2060
MEM 466.625000 1695333554.3095
MEM 466.625000 1695333554.4199
MEM 466.625000 1695333554.5299
MEM 466.625000 1695333554.6361
MEM 466.625000 1695333554.7389
MEM 466.625000 1695333554.8508
MEM 466.625000 1695333554.9559
MEM 466.625000 1695333555.0661
MEM 466.625000 1695333555.1695
MEM 466.625000 1695333555.2795
MEM 466.625000 1695333555.3887
MEM 466.625000 1695333555.4994
MEM 466.625000 1695333555.6099
MEM 466.625000 1695333555.7204
MEM 466.625000 1695333555.8288
MEM 466.625000 1695333555.9378
MEM 466.625000 1695333556.0473
MEM 466.625000 1695333556.1542
MEM 466.625000 1695333556.2636
MEM 466.625000 1695333556.3658
MEM 466.625000 1695333556.4735
MEM 466.625000 1695333556.5821
MEM 466.625000 1695333556.6869
MEM 466.625000 1695333556.7945
MEM 466.625000 1695333556.9044
MEM 466.625000 1695333557.0137
MEM 466.625000 1695333557.1146
MEM 466.625000 1695333557.2155
MEM 466.625000 1695333557.3231
MEM 466.625000 1695333557.4326
MEM 466.625000 1695333557.5417
MEM 466.625000 1695333557.6451
MEM 466.625000 1695333557.7532
MEM 466.671875 1695333557.8612
MEM 466.671875 1695333557.9714
MEM 466.687500 1695333558.0802
MEM 466.687500 1695333558.1815
MEM 466.687500 1695333558.2893
MEM 466.687500 1695333558.3930
MEM 466.687500 1695333558.5019
MEM 466.687500 1695333558.6094
MEM 466.687500 1695333558.7191
MEM 466.687500 1695333558.8237
MEM 466.687500 1695333558.9312
MEM 466.687500 1695333559.0394
MEM 466.687500 1695333559.1485
MEM 466.687500 1695333559.2560
MEM 466.687500 1695333559.3634
MEM 466.687500 1695333559.4733
MEM 466.687500 1695333559.5823
MEM 466.687500 1695333559.6899
MEM 466.687500 1695333559.7970
MEM 466.687500 1695333559.9072
MEM 466.687500 1695333560.0196
MEM 466.687500 1695333560.1299
MEM 466.687500 1695333560.2395
MEM 466.687500 1695333560.3496
MEM 466.687500 1695333560.4574
MEM 466.687500 1695333560.5612
MEM 466.687500 1695333560.6724
MEM 466.687500 1695333560.7833
MEM 466.687500 1695333560.8907
MEM 466.687500 1695333560.9966
MEM 466.687500 1695333561.1067
MEM 466.687500 1695333561.2169
MEM 466.687500 1695333561.3236
MEM 466.687500 1695333561.4371
MEM 466.687500 1695333561.5466
MEM 466.687500 1695333561.6567
MEM 466.687500 1695333561.7659
MEM 466.687500 1695333561.8739
MEM 466.687500 1695333561.9771
MEM 466.687500 1695333562.0813
MEM 466.687500 1695333562.1890
MEM 466.687500 1695333562.2946
MEM 466.687500 1695333562.4035
MEM 466.687500 1695333562.5098
MEM 466.687500 1695333562.6134
MEM 466.687500 1695333562.7196
MEM 466.687500 1695333562.8299
MEM 466.687500 1695333562.9402
MEM 466.687500 1695333563.0502
MEM 466.687500 1695333563.1595
MEM 466.687500 1695333563.2694
MEM 466.687500 1695333563.3828
MEM 466.687500 1695333563.4922
MEM 466.687500 1695333563.5990
MEM 466.687500 1695333563.7006
MEM 466.687500 1695333563.8064
MEM 466.687500 1695333563.9093
MEM 466.687500 1695333564.0193
MEM 466.687500 1695333564.1249
MEM 466.687500 1695333564.2355
MEM 466.687500 1695333564.3455
MEM 466.687500 1695333564.4484
MEM 466.687500 1695333564.5537
MEM 466.687500 1695333564.6597
MEM 466.687500 1695333564.7696
MEM 466.687500 1695333564.8749
MEM 466.687500 1695333564.9821
MEM 466.687500 1695333565.0901
MEM 466.687500 1695333565.1997
MEM 466.687500 1695333565.3093
MEM 466.687500 1695333565.4194
MEM 466.687500 1695333565.5288
MEM 466.687500 1695333565.6335
MEM 466.687500 1695333565.7364
MEM 466.687500 1695333565.8455
MEM 466.687500 1695333565.9546
MEM 466.687500 1695333566.0580
MEM 466.687500 1695333566.1600
MEM 466.687500 1695333566.2674
MEM 466.687500 1695333566.3770
MEM 466.687500 1695333566.4801
MEM 466.687500 1695333566.5897
MEM 466.687500 1695333566.7019
MEM 466.687500 1695333566.8128
MEM 466.687500 1695333566.9231
MEM 466.687500 1695333567.0291
MEM 466.687500 1695333567.1408
MEM 466.687500 1695333567.2497
MEM 466.687500 1695333567.3550
MEM 466.687500 1695333567.4657
MEM 466.687500 1695333567.5717
MEM 466.687500 1695333567.6796
MEM 466.687500 1695333567.7854
MEM 466.687500 1695333567.8895
MEM 466.687500 1695333568.0001
MEM 466.687500 1695333568.1091
MEM 466.687500 1695333568.2201
MEM 466.687500 1695333568.3277
MEM 466.687500 1695333568.4803
MEM 466.687500 1695333568.5870
MEM 466.687500 1695333568.6974
MEM 466.687500 1695333568.8033
MEM 466.687500 1695333568.9044
MEM 466.687500 1695333569.0090
MEM 466.687500 1695333569.1145
MEM 466.687500 1695333569.2241
MEM 466.687500 1695333569.3309
MEM 466.687500 1695333569.4409
MEM 466.687500 1695333569.5484
MEM 466.687500 1695333569.6593
MEM 466.687500 1695333569.7691
MEM 466.687500 1695333569.8808
MEM 466.687500 1695333569.9892
MEM 466.687500 1695333570.1218
MEM 466.687500 1695333570.2323
MEM 466.687500 1695333570.3395
MEM 466.687500 1695333570.4497
MEM 466.687500 1695333570.5591
MEM 466.687500 1695333570.6700
MEM 466.687500 1695333570.7807
MEM 466.687500 1695333570.8943
MEM 466.687500 1695333571.0126
MEM 466.687500 1695333571.1193
MEM 466.687500 1695333571.2292
MEM 466.687500 1695333571.3408
MEM 466.687500 1695333571.4497
MEM 466.687500 1695333571.5593
MEM 466.687500 1695333571.6679
MEM 466.687500 1695333571.7746
MEM 466.687500 1695333571.8838
MEM 466.687500 1695333571.9907
MEM 466.687500 1695333572.0997
MEM 466.687500 1695333572.2085
MEM 466.687500 1695333572.3126
MEM 466.687500 1695333572.4214
MEM 466.687500 1695333572.5319
MEM 466.687500 1695333572.6385
MEM 466.687500 1695333572.7492
MEM 466.687500 1695333572.8592
MEM 466.687500 1695333572.9692
MEM 466.687500 1695333573.0792
MEM 466.687500 1695333573.1900
MEM 466.687500 1695333573.2975
MEM 466.687500 1695333573.4055
MEM 466.687500 1695333573.5096
MEM 466.687500 1695333573.6152
MEM 466.687500 1695333573.7254
MEM 466.687500 1695333573.8346
MEM 466.687500 1695333573.9447
MEM 466.687500 1695333574.0537
MEM 466.703125 1695333574.1639
MEM 466.703125 1695333574.2742
MEM 466.703125 1695333574.3847
MEM 466.703125 1695333574.4880
MEM 466.703125 1695333574.5962
MEM 466.703125 1695333574.7055
MEM 466.703125 1695333574.8154
MEM 466.703125 1695333574.9196
MEM 466.703125 1695333575.0291
MEM 466.703125 1695333575.1385
MEM 466.703125 1695333575.2496
MEM 466.703125 1695333575.3543
MEM 466.703125 1695333575.4633
MEM 466.703125 1695333575.5668
MEM 466.703125 1695333575.6701
MEM 466.703125 1695333575.7798
MEM 466.703125 1695333575.8930
MEM 466.703125 1695333576.0033
MEM 466.703125 1695333576.1092
MEM 466.703125 1695333576.2135
MEM 466.703125 1695333576.3228
MEM 466.703125 1695333576.4285
MEM 466.703125 1695333576.5391
MEM 466.703125 1695333576.6499
MEM 466.703125 1695333576.7592
MEM 466.703125 1695333576.8692
MEM 466.703125 1695333576.9786
MEM 466.703125 1695333577.0853
MEM 466.703125 1695333577.1954
MEM 466.703125 1695333577.3051
MEM 466.703125 1695333577.4153
MEM 466.703125 1695333577.5250
MEM 466.703125 1695333577.6330
MEM 466.703125 1695333577.7410
MEM 466.703125 1695333577.8486
MEM 466.703125 1695333577.9591
MEM 466.703125 1695333578.0691
MEM 466.703125 1695333578.1782
MEM 466.703125 1695333578.2848
MEM 466.703125 1695333578.3919
MEM 466.703125 1695333578.4923
MEM 466.703125 1695333578.6008
MEM 466.703125 1695333578.7108
MEM 466.703125 1695333578.8202
MEM 466.703125 1695333578.9290
MEM 466.703125 1695333579.0399
MEM 466.703125 1695333579.1452
MEM 466.703125 1695333579.2555
MEM 466.703125 1695333579.3652
MEM 466.703125 1695333579.4701
MEM 466.703125 1695333579.5753
MEM 466.703125 1695333579.6876
MEM 466.703125 1695333579.7885
MEM 466.703125 1695333579.8987
MEM 466.703125 1695333580.0122
MEM 466.703125 1695333580.1234
MEM 466.703125 1695333580.2292
MEM 466.703125 1695333580.3382
MEM 466.703125 1695333580.4408
MEM 466.703125 1695333580.5512
MEM 466.703125 1695333580.6585
MEM 466.703125 1695333580.7691
MEM 466.703125 1695333580.8911
MEM 466.703125 1695333581.0192
MEM 466.703125 1695333581.1257
MEM 466.703125 1695333581.2353
MEM 466.703125 1695333581.3420
MEM 466.703125 1695333581.4523
MEM 466.703125 1695333581.5600
MEM 466.703125 1695333581.6629
MEM 466.703125 1695333581.7692
MEM 466.703125 1695333581.8797
MEM 466.703125 1695333581.9821
MEM 466.703125 1695333582.0882
MEM 466.703125 1695333582.1924
MEM 466.703125 1695333582.2966
MEM 466.703125 1695333582.4053
MEM 466.703125 1695333582.5176
MEM 466.703125 1695333582.6273
MEM 466.703125 1695333582.7282
MEM 466.703125 1695333582.8329
MEM 466.703125 1695333582.9401
MEM 466.703125 1695333583.0509
MEM 466.703125 1695333583.1582
MEM 466.703125 1695333583.2642
MEM 466.703125 1695333583.3684
MEM 466.703125 1695333583.4806
MEM 466.703125 1695333583.5900
MEM 466.703125 1695333583.7007
MEM 466.703125 1695333583.8090
MEM 466.703125 1695333583.9190
MEM 466.703125 1695333584.0279
MEM 466.703125 1695333584.1390
MEM 466.703125 1695333584.2492
MEM 466.703125 1695333584.3548
MEM 466.703125 1695333584.4619
MEM 466.703125 1695333584.5633
MEM 466.703125 1695333584.6738
MEM 466.703125 1695333584.7857
MEM 466.703125 1695333584.8935
MEM 466.703125 1695333585.0072
MEM 466.703125 1695333585.1180
MEM 466.703125 1695333585.2291
MEM 466.703125 1695333585.3390
MEM 466.703125 1695333585.4512
MEM 466.703125 1695333585.5590
MEM 466.703125 1695333585.6699
MEM 466.703125 1695333585.7791
MEM 466.703125 1695333585.8892
MEM 466.703125 1695333585.9999
MEM 466.703125 1695333586.1027
MEM 466.703125 1695333586.2103
MEM 466.703125 1695333586.3197
MEM 466.703125 1695333586.4254
MEM 466.703125 1695333586.5346
MEM 466.703125 1695333586.6390
MEM 466.703125 1695333586.7486
MEM 466.703125 1695333586.8598
MEM 466.703125 1695333586.9683
MEM 466.703125 1695333587.0772
MEM 466.703125 1695333587.1835
MEM 466.703125 1695333587.2891
MEM 466.703125 1695333587.3983
MEM 466.703125 1695333587.5018
MEM 466.703125 1695333587.6104
MEM 466.703125 1695333587.7191
MEM 466.703125 1695333587.8284
MEM 466.703125 1695333587.9390
MEM 466.703125 1695333588.0489
MEM 466.703125 1695333588.1601
MEM 466.703125 1695333588.2604
MEM 466.703125 1695333588.3652
MEM 466.703125 1695333588.4687
MEM 466.703125 1695333588.5808
MEM 466.703125 1695333588.6919
MEM 466.703125 1695333588.7988
MEM 466.703125 1695333588.9037
MEM 466.703125 1695333589.0194
MEM 466.703125 1695333589.1292
MEM 466.703125 1695333589.2390
